True_Regime,Pattern,F_T,F_S,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
R1,Trend+MultiSeason,0.9830004043345695,0.984601535174714,12,12,12.0,24.0,500,-0.10548813787224914,2.804291322532088e-05,20.270689601459733,4.501901002963477,0.957325058773993,,,
R2,Pure_MultiSeason,0.7149641145818537,0.9636035919412986,12,12,12.0,24.0,500,0.0,0.0,26.8373132298738,9.468853519675214,1.775357922613344,,,
R3,Stationary_AR,0.13296169976826766,0.2485672150272582,None,28,,,500,0.0,0.0,0.0,0.0,5.0,0.6654796014557536,,
R4,PureTrend_Exponential,0.9799429682700297,0.22484378882376488,None,24,,,500,,,0.0,0.0,1.1230985358433783,,,
R1,Trend+MultiSeason,0.9984144256388826,0.9932904498703512,12,12,12.0,24.0,500,-0.1719747911386816,-1.2387349424828084e-05,17.70090781638902,2.09586054403315,0.8383368396850311,,,
R2,Pure_MultiSeason,0.7306255785227118,0.9708447401090334,12,12,12.0,24.0,500,0.0,0.0,27.639138693854278,8.975165714962763,1.403007972248064,,,
R3,Stationary_WN,0.0625533977131918,0.20569363580476763,None,8,,,500,0.0,0.0,0.0,0.0,9.286988591258593,,,
R4,PureTrend_Break,0.9999111219168276,0.9996452872128441,None,250,,,500,,,0.0,0.0,0.8086377548969841,,250.0,
R1,Trend+MultiSeason,0.9892063069615119,0.8792342200982474,48,50,48.0,96.0,500,-0.19819697327109279,4.450885357280072e-05,9.902711018116113,6.388205054871542,0.785326613099113,,,
R2,Pure_MultiSeason,0.5083372385724467,0.9773816674795328,48,50,48.0,96.0,500,0.0,0.0,28.902187201566964,5.720091145363063,1.3854945395281602,,,
R3,Stationary_AR,0.23104317516720618,0.3429029569648703,None,26,,,500,0.0,0.0,0.0,0.0,5.0,0.6612727881731888,,
R4,PureTrend_Exponential,0.9987125236902192,0.27483120675939243,None,24,,,500,,,0.0,0.0,1.2954555252279896,,,
R1,Trend+MultiSeason,0.997000137991291,0.9744118617652894,36,36,36.0,72.0,500,-0.2552466674622562,-1.964320929970972e-05,18.25803244279828,5.334598953678385,0.8587427679756403,,,
R2,Pure_MultiSeason,0.6999641089030122,0.8990031691760244,36,36,36.0,72.0,500,0.0,0.0,17.970351208349996,11.044155747072285,1.3707850627631049,,,
R3,Stationary_AR,0.009869491751416715,0.4014064267756702,None,167,,,500,0.0,0.0,0.0,0.0,5.0,0.6657326554838929,,
R4,PureTrend_Break,0.9999355510321022,0.9997427344196762,None,250,,,500,,,0.0,0.0,0.8609131661237831,,250.0,
R1,Trend+MultiSeason,0.9904335609260608,0.970181942320146,48,50,48.0,96.0,500,-0.1510954936208757,-3.989173729857641e-05,19.49587534990965,5.266835800966285,1.008137820445868,,,
R2,Pure_MultiSeason,0.6590705686651317,0.9411766940248165,48,50,48.0,96.0,500,0.0,0.0,26.946783528338013,11.362034046959103,1.4827465674989007,,,
R3,Stationary_WN,0.15598038666579916,0.08364655307153956,None,3,,,500,0.0,0.0,0.0,0.0,10.799422391518185,,,
R4,PureTrend_Break,0.9999834578494954,0.9999338573447938,None,250,,,500,,,0.0,0.0,0.7030339089236897,,250.0,
R1,Trend+MultiSeason,0.9987088101882555,0.961786587461977,12,12,12.0,24.0,500,-0.3285523402326982,4.417559322537426e-05,11.293399900120296,2.4420589253877725,1.46407704056301,,,
R2,Pure_MultiSeason,0.7481352482674715,0.9102819516049203,12,12,12.0,24.0,500,0.0,0.0,17.975331703169566,11.23726477893135,1.1122450248742644,,,
R3,Stationary_WN,0.19697525905956448,0.11280269334138227,None,3,,,500,0.0,0.0,0.0,0.0,5.604528586714457,,,
R4,PureTrend_Exponential,0.9827850709765373,0.23763109456146103,None,24,,,500,,,0.0,0.0,1.0708821721622623,,,
R1,Trend+MultiSeason,0.9987760277041626,0.9746933426517783,48,100,48.0,96.0,500,-0.24991997949180758,-2.711321243401331e-05,8.519779080099028,7.804003206628339,0.9750236506692657,,,
R2,Pure_MultiSeason,0.6646173696690967,0.946964796941587,48,50,48.0,96.0,500,0.0,0.0,19.621358642397542,7.942689650944065,0.7594457699217705,,,
R3,Stationary_WN,0.1950564888869306,0.16717613551546162,None,4,,,500,0.0,0.0,0.0,0.0,6.033073786761532,,,
R4,PureTrend_RandomWalk,0.9956840071741212,0.16191616606320502,None,24,,,500,,,0.0,0.0,1.1556019416021142,,,-0.32691031117857405
R1,Trend+MultiSeason,0.99913412485455,0.9939912261275143,12,12,12.0,24.0,500,-0.3062265076580114,-2.952857935739964e-05,24.840444296453406,2.1127314262102406,1.2397473814463027,,,
R2,Pure_MultiSeason,0.7370639739222802,0.9688460072775315,12,12,12.0,24.0,500,0.0,0.0,15.277856526212545,5.270344633933728,0.7083830551438126,,,
R3,Stationary_AR,0.19328944043974505,0.2363192736742754,None,12,,,500,0.0,0.0,0.0,0.0,5.0,0.4295220770982817,,
R4,PureTrend_Exponential,0.9990236108159141,0.27031763189284663,None,24,,,500,,,0.0,0.0,0.6819934766355157,,,
R1,Trend+MultiSeason,0.992862596903607,0.9861388073802777,12,12,12.0,24.0,500,0.13951510719965698,4.564583422246864e-05,23.773102399733116,4.318927004477219,1.366997338333593,,,
R2,Pure_MultiSeason,0.6908160329391546,0.9744886711453664,12,12,12.0,24.0,500,0.0,0.0,23.476939005641324,6.37401550648109,1.6090999841282958,,,
R3,Stationary_WN,0.16631181303698728,0.1304414504489092,None,3,,,500,0.0,0.0,0.0,0.0,6.35143087211523,,,
R4,PureTrend_Break,0.9999852506914143,0.9999411211287758,None,250,,,500,,,0.0,0.0,0.7467687761467728,,250.0,
R1,Trend+MultiSeason,0.9743715255700544,0.9684563367134239,36,36,36.0,72.0,500,-0.11722839815822056,2.3767084171206834e-05,20.217335246479223,6.886496318694686,0.6776773701133004,,,
R2,Pure_MultiSeason,0.7113963193062962,0.9471123932909327,36,36,36.0,72.0,500,0.0,0.0,20.077268173395332,8.939471886900016,0.7946036197761766,,,
R3,Stationary_WN,0.32000073332811185,0.16953661733836345,None,2,,,500,0.0,0.0,0.0,0.0,8.317606350763723,,,
R4,PureTrend_RandomWalk,0.9980084568250267,0.21604764843165902,None,24,,,500,,,0.0,0.0,0.7107901311038373,,,-0.4572687334767167
R1,Trend+MultiSeason,0.9721529984813438,0.9209539735128626,24,24,24.0,48.0,500,0.12613555843937777,-3.6121746520668126e-05,13.18966192392033,7.186951912952966,0.848644652954885,,,
R2,Pure_MultiSeason,0.7034483460440115,0.9536488859746892,24,24,24.0,48.0,500,0.0,0.0,18.84745075483735,7.719237389227648,0.7924751325118441,,,
R3,Stationary_WN,0.013991797905511527,0.16255198588102826,None,21,,,500,0.0,0.0,0.0,0.0,12.966305639832083,,,
R4,PureTrend_Break,0.9997888735464354,0.9991556890335322,None,250,,,500,,,0.0,0.0,1.1356478686497293,,250.0,
R1,Trend+MultiSeason,0.9983059453011472,0.9887415344454016,48,50,48.0,96.0,500,0.33688356875009534,-4.6798252188365305e-05,24.733248617529068,2.382038681461473,1.293742281478809,,,
R2,Pure_MultiSeason,0.6463464413769706,0.8803459470741938,48,50,48.0,96.0,500,0.0,0.0,14.218571070051418,8.645507948321395,1.586862227559962,,,
R3,Stationary_AR,0.0812485365767156,0.31432336639449987,None,56,,,500,0.0,0.0,0.0,0.0,5.0,0.5539657794927898,,
R4,PureTrend_RandomWalk,0.9849355757053866,0.6032899609671465,None,250,,,500,,,0.0,0.0,0.8357556527309363,,,-0.30064724895585615
R1,Trend+MultiSeason,0.9845956249895977,0.966582491546224,48,50,48.0,96.0,500,-0.14542736066544676,-2.1118699591710734e-05,21.116939609112354,6.431580902437686,0.5004597757400959,,,
R2,Pure_MultiSeason,0.6304842833654287,0.8554263622472239,48,50,48.0,96.0,500,0.0,0.0,12.148690281914885,8.105521725445069,1.893826057888766,,,
R3,Stationary_AR,0.09888475648710082,0.29242085717670774,None,38,,,500,0.0,0.0,0.0,0.0,5.0,0.4099374465348724,,
R4,PureTrend_RandomWalk,0.9987811861132291,0.22769263525933892,None,24,,,500,,,0.0,0.0,0.630262682286812,,,0.3764426422227166
R1,Trend+MultiSeason,0.9864341291101231,0.9453770550572979,48,50,48.0,96.0,500,-0.1798644479116015,1.2817277218727574e-05,17.07973724601598,6.943345297030046,0.6720395751374518,,,
R2,Pure_MultiSeason,0.5878868473185935,0.9548027261611259,48,50,48.0,96.0,500,0.0,0.0,26.726759145526305,8.871827672645368,1.694453994004561,,,
R3,Stationary_AR,0.12139368989848143,0.19594483720021016,None,36,,,500,0.0,0.0,0.0,0.0,5.0,0.5684387384449056,,
R4,PureTrend_RandomWalk,0.9882690717786334,0.7182427184373031,None,250,,,500,,,0.0,0.0,0.6786663630069453,,,-0.32566055702767527
R1,Trend+MultiSeason,0.9929774692454677,0.9340229773680143,48,50,48.0,96.0,500,0.20393445067182436,1.0579231750323128e-05,13.63871458734868,6.162025360925648,0.8803644028612048,,,
R2,Pure_MultiSeason,0.5865582255405843,0.9210832818510455,48,50,48.0,96.0,500,0.0,0.0,15.080985612046469,6.4851295279766,1.7554519548046579,,,
R3,Stationary_AR,0.03729035189591101,0.26662081031727924,None,125,,,500,0.0,0.0,0.0,0.0,5.0,0.5975004737088756,,
R4,PureTrend_Exponential,0.999276528910222,0.19884213708827114,None,24,,,500,,,0.0,0.0,0.8500161250174327,,,
R1,Trend+MultiSeason,0.9988885773008824,0.9598746395612798,48,50,48.0,96.0,500,0.36544505283414974,-2.9090360104282718e-05,11.774293924987926,3.590368970031303,0.8317327378622504,,,
R2,Pure_MultiSeason,0.5707250911739482,0.9540031683657731,48,50,48.0,96.0,500,0.0,0.0,19.538222181410017,6.175821411049795,1.7667511833220848,,,
R3,Stationary_AR,0.0453543862006609,0.23336789708099548,None,45,,,500,0.0,0.0,0.0,0.0,5.0,0.6337216331850064,,
R4,PureTrend_Break,0.9999757214250494,0.9999030243302925,None,250,,,500,,,0.0,0.0,0.5343627190706883,,250.0,
R1,Trend+MultiSeason,0.9981456603325465,0.9821713542441293,36,36,36.0,72.0,500,-0.3225389866526909,3.526058280425432e-05,19.99558816371411,4.42299020521995,1.1730508112830522,,,
R2,Pure_MultiSeason,0.706303746365617,0.9618600520898686,36,36,36.0,72.0,500,0.0,0.0,29.180529652947218,10.754839463228118,1.2821582773137552,,,
R3,Stationary_WN,0.20105375348855348,0.09766047630458286,None,3,,,500,0.0,0.0,0.0,0.0,9.4841231440721,,,
R4,PureTrend_Break,0.9999794252918583,0.9999177511519377,None,250,,,500,,,0.0,0.0,0.737640753631136,,250.0,
R1,Trend+MultiSeason,0.997829839215215,0.9876196088239256,36,36,36.0,72.0,500,-0.20443205924295144,-1.1173421010878154e-05,17.960953042818055,3.6022290377193027,0.5475695736451266,,,
R2,Pure_MultiSeason,0.7081497964556871,0.981858536228368,36,36,36.0,72.0,500,0.0,0.0,29.679863833036197,7.523339572870557,0.8529690434822556,,,
R3,Stationary_WN,0.05330165727267899,0.16287252752129244,None,10,,,500,0.0,0.0,0.0,0.0,10.240033853826457,,,
R4,PureTrend_Break,0.9999518660699425,0.9998079713555269,None,250,,,500,,,0.0,0.0,1.3037550840592473,,250.0,
R1,Trend+MultiSeason,0.980462971442518,0.9564019925556994,48,50,48.0,96.0,500,0.11307352432608153,-3.650299732343928e-05,13.104624714131685,4.019100203341883,1.0485180176380584,,,
R2,Pure_MultiSeason,0.663338652896126,0.9390944457096013,48,50,48.0,96.0,500,0.0,0.0,25.69398675792751,11.296127641487127,0.7490067308420092,,,
R3,Stationary_WN,0.17193886973795314,0.08813619138092155,None,2,,,500,0.0,0.0,0.0,0.0,7.312310410913242,,,
R4,PureTrend_RandomWalk,0.8905560065264734,0.8722364432782586,None,250,,,500,,,0.0,0.0,0.9848844634614993,,,0.10671111667616012
R1,Trend+MultiSeason,0.9990367463722808,0.94162251175747,24,24,24.0,48.0,500,0.38024921984783633,4.708019322416696e-05,10.083638442115795,4.631532123950334,0.6142487046591973,,,
R2,Pure_MultiSeason,0.5822019469736908,0.8988030755355803,24,24,24.0,48.0,500,0.0,0.0,11.331145323066043,5.395520363469796,1.9645010214612395,,,
R3,Stationary_AR,0.16368672791948335,0.35338266639953286,None,45,,,500,0.0,0.0,0.0,0.0,5.0,0.6648719962161418,,
R4,PureTrend_Exponential,0.9939300326450264,0.31243503350813795,None,24,,,500,,,0.0,0.0,1.1082265267635631,,,
R1,Trend+MultiSeason,0.9904131085438483,0.952912477607985,24,24,24.0,48.0,500,0.1845624725346144,3.0303065810137035e-05,18.12339199419455,7.047516670170872,1.412061519916154,,,
R2,Pure_MultiSeason,0.6994963523467066,0.9596878386320293,24,24,24.0,48.0,500,0.0,0.0,27.44246491832717,10.375310878336016,1.0455262627077475,,,
R3,Stationary_WN,0.17869864143552527,0.27059780045285164,None,5,,,500,0.0,0.0,0.0,0.0,13.097511855560144,,,
R4,PureTrend_Break,0.9999317557239396,0.9997269159457027,None,250,,,500,,,0.0,0.0,1.1010965856392194,,250.0,
R1,Trend+MultiSeason,0.9835853116373813,0.8472436656095896,12,12,12.0,24.0,500,-0.15476328694698366,4.626733029076069e-05,8.455329440367336,6.8468343766109365,0.9884816738064641,,,
R2,Pure_MultiSeason,0.03913289470139225,0.9858906127751206,12,24,12.0,24.0,500,0.0,0.0,10.425993382474203,10.621296173555562,1.5308168444960135,,,
R3,Stationary_WN,0.04813625009019418,0.23022664420803984,None,15,,,500,0.0,0.0,0.0,0.0,7.534184812245684,,,
R4,PureTrend_Break,0.9999782290246335,0.9999128424926572,None,250,,,500,,,0.0,0.0,0.801510746167784,,250.0,
R1,Trend+MultiSeason,0.9982748252845779,0.9884526491799493,12,12,12.0,24.0,500,0.19461209425643294,3.3605671790089114e-05,16.60581989686549,3.0661116308420695,0.8709197314599187,,,
R2,Pure_MultiSeason,0.7343331465370393,0.9667436822185836,12,12,12.0,24.0,500,0.0,0.0,25.6883632914058,9.10523952515474,1.3314176243726812,,,
R3,Stationary_AR,0.1825011425534453,0.29312213393825637,None,36,,,500,0.0,0.0,0.0,0.0,5.0,0.6590083877815841,,
R4,PureTrend_RandomWalk,0.9979457941597681,0.9731185781728589,None,250,,,500,,,0.0,0.0,1.4458204224448195,,,0.18789021357717983
R1,Trend+MultiSeason,0.9991726780615371,0.9740011850467315,12,12,12.0,24.0,500,-0.37035757162394156,1.3285502209902034e-05,13.055547232084729,3.8301080769496565,0.7395527536537069,,,
R2,Pure_MultiSeason,0.7416861114851712,0.9379116353193829,12,12,12.0,24.0,500,0.0,0.0,23.757330079325246,11.900367618690568,1.640067077851544,,,
R3,Stationary_AR,0.06423987461471636,0.3168990522482341,None,50,,,500,0.0,0.0,0.0,0.0,5.0,0.47243755155742007,,
R4,PureTrend_Exponential,0.9913291877990922,0.20076988444704624,None,24,,,500,,,0.0,0.0,0.6388196079481324,,,
R1,Trend+MultiSeason,0.9918990100718883,0.9592653733741413,24,24,24.0,48.0,500,-0.16045805831430415,4.455215688335293e-05,12.241257564058081,3.4945308214021504,1.3757436251380544,,,
R2,Pure_MultiSeason,0.5723571130485167,0.980286824131517,24,24,24.0,48.0,500,0.0,0.0,28.624087861335433,5.926981261473871,1.9541869754518753,,,
R3,Stationary_WN,0.18902499577116672,0.22752037031302708,None,5,,,500,0.0,0.0,0.0,0.0,9.962400533217913,,,
R4,PureTrend_Break,0.9999228990161281,0.9996917585504334,None,250,,,500,,,0.0,0.0,0.8488881875125174,,250.0,
R1,Trend+MultiSeason,0.9931309178431792,0.9683191795721928,48,50,48.0,96.0,500,0.2297387710633927,-3.793030337280626e-05,20.038857700383012,5.864342816700774,0.7488440801594548,,,
R2,Pure_MultiSeason,0.42887500533604817,0.976965708635577,48,50,48.0,96.0,500,0.0,0.0,25.919953690252925,4.146306570375039,1.9324963245456008,,,
R3,Stationary_AR,0.15618107045040086,0.20963368849360908,None,28,,,500,0.0,0.0,0.0,0.0,5.0,0.6922113424822594,,
R4,PureTrend_Exponential,0.997472992877372,0.2517638429017123,None,24,,,500,,,0.0,0.0,0.614967617374816,,,
R1,Trend+MultiSeason,0.9986253152202778,0.9914357389145055,24,24,24.0,48.0,500,-0.2986465451931418,4.788823476824814e-05,22.200842598681735,2.681963127367017,1.2253111200148936,,,
R2,Pure_MultiSeason,0.6846355097315686,0.9132461139995368,24,24,24.0,48.0,500,0.0,0.0,21.9136590260468,11.871378278450791,1.988493188916114,,,
R3,Stationary_AR,0.16242948812692815,0.2797805856258385,None,14,,,500,0.0,0.0,0.0,0.0,5.0,0.40479401220504,,
R4,PureTrend_RandomWalk,0.9849112603766432,0.8675144347532595,None,250,,,500,,,0.0,0.0,1.2143328531120747,,,0.25720243220310524
R1,Trend+MultiSeason,0.9920063703537498,0.9585456682999471,12,12,12.0,24.0,500,0.20974705143988664,-4.09009386936211e-05,16.828352922557407,6.893931423979192,0.6564696320239475,,,
R2,Pure_MultiSeason,0.7167359147187193,0.9851579337918218,12,12,12.0,24.0,500,0.0,0.0,25.94616106770226,5.787812593253593,1.1636237948783736,,,
R3,Stationary_WN,0.1901861732336948,0.15921309339476752,None,3,,,500,0.0,0.0,0.0,0.0,6.320191311493705,,,
R4,PureTrend_Break,0.9995178531742791,0.998045270630364,None,250,,,500,,,0.0,0.0,1.3970088460601129,,250.0,
R1,Trend+MultiSeason,0.9951812711036307,0.9546263185542453,48,50,48.0,96.0,500,-0.2570634181804238,-3.2652856800487165e-05,17.64552406256947,5.821465662305593,1.085260324848977,,,
R2,Pure_MultiSeason,0.608424801628565,0.876952063424326,48,50,48.0,96.0,500,0.0,0.0,12.36643021060564,7.266828421107444,1.8582577373312115,,,
R3,Stationary_WN,0.14460643373405646,0.17671438406008777,None,4,,,500,0.0,0.0,0.0,0.0,9.512172629494767,,,
R4,PureTrend_Break,0.999941912599372,0.9997695042979579,None,250,,,500,,,0.0,0.0,1.3385166599640907,,250.0,
R1,Trend+MultiSeason,0.9797039862808727,0.9758443202570831,48,50,48.0,96.0,500,-0.14197160997077574,2.275306015018336e-05,24.089815336107666,3.8604902263709553,1.12255609887348,,,
R2,Pure_MultiSeason,0.4733467274151898,0.9494226013810612,48,50,48.0,96.0,500,0.0,0.0,24.185682088816336,7.1537734889318765,1.919497203504315,,,
R3,Stationary_AR,0.14087120364168026,0.23946046339981553,None,20,,,500,0.0,0.0,0.0,0.0,5.0,0.46871720457530036,,
R4,PureTrend_RandomWalk,0.9574177392054336,0.6986596155020167,None,167,,,500,,,0.0,0.0,0.648793304952951,,,0.2682808736442578
R1,Trend+MultiSeason,0.9915218438347431,0.9390800304543214,48,50,48.0,96.0,500,0.1671300754826532,1.9117549838653334e-05,13.281462748981099,4.922959799520424,1.3873233639142741,,,
R2,Pure_MultiSeason,0.5331168555926391,0.9738141872605175,48,50,48.0,96.0,500,0.0,0.0,26.300864765419803,5.864668575441862,1.4729104194569085,,,
R3,Stationary_WN,0.17079682916259775,0.22507299240868206,None,5,,,500,0.0,0.0,0.0,0.0,5.571952289449497,,,
R4,PureTrend_RandomWalk,0.9988041318017586,0.1551262543105949,None,24,,,500,,,0.0,0.0,0.6020422203308455,,,0.4767507095844865
R1,Trend+MultiSeason,0.998225672962691,0.9806314816037286,48,50,48.0,96.0,500,0.30313324931784824,2.78525340444831e-05,19.511466819875654,2.276050412907835,0.8983859157797172,,,
R2,Pure_MultiSeason,0.6299254841356792,0.973421625458495,48,50,48.0,96.0,500,0.0,0.0,24.811943987130046,6.652691328637582,0.5628362512768199,,,
R3,Stationary_WN,0.0,0.6471585486115088,None,250,,,500,0.0,0.0,0.0,0.0,13.000293206263816,,,
R4,PureTrend_RandomWalk,0.9974292919048356,0.10319718929988142,None,24,,,500,,,0.0,0.0,0.7614211926136735,,,-0.40939176840349234
R1,Trend+MultiSeason,0.9959256062503876,0.9756458553191083,12,12,12.0,24.0,500,0.26033346758716336,-4.3140538524248304e-05,19.825737108704892,5.99889610997346,0.884639138773738,,,
R2,Pure_MultiSeason,0.7503811275629921,0.9499565229035096,12,12,12.0,24.0,500,0.0,0.0,25.087737270342636,11.5225951356617,0.7991366150338637,,,
R3,Stationary_WN,0.07967282102100537,0.31305454123387444,None,10,,,500,0.0,0.0,0.0,0.0,14.985982955496976,,,
R4,PureTrend_Exponential,0.9960367766045705,0.2447454166822045,None,24,,,500,,,0.0,0.0,0.6132256321144333,,,
R1,Trend+MultiSeason,0.9983063303366979,0.9894305751424067,24,24,24.0,48.0,500,-0.30102839542767257,2.0779906097003816e-05,23.62739365105528,3.757301425389011,1.1529367810066398,,,
R2,Pure_MultiSeason,0.7068459777834999,0.8004716714578511,24,24,24.0,48.0,500,0.0,0.0,11.603318066314301,11.000056545947078,0.9751922662682522,,,
R3,Stationary_WN,0.05831011652049345,0.25877335657399103,None,13,,,500,0.0,0.0,0.0,0.0,5.008462709727718,,,
R4,PureTrend_RandomWalk,0.9569947773696079,0.04090375593450912,None,24,,,500,,,0.0,0.0,1.2335050200165614,,,0.18970299885809283
R1,Trend+MultiSeason,0.9913471791202733,0.980481895586817,36,36,36.0,72.0,500,0.1269458935894605,3.0544314456221246e-05,19.423252570366103,4.033390713451411,1.4192609651516386,,,
R2,Pure_MultiSeason,0.7187920825789624,0.965768304458694,36,36,36.0,72.0,500,0.0,0.0,22.676389278687353,8.086460575232039,0.5806706206363189,,,
R3,Stationary_AR,0.11863424577393233,0.20072156878993175,None,14,,,500,0.0,0.0,0.0,0.0,5.0,0.4094909748426428,,
R4,PureTrend_Exponential,0.994841260130105,0.26281596611734104,None,24,,,500,,,0.0,0.0,1.2642232663866486,,,
R1,Trend+MultiSeason,0.9994514104095482,0.9787978011985522,36,36,36.0,72.0,500,0.33185049972664227,4.7075931281559734e-05,11.524957565877706,2.9503964825132774,0.5516600614772347,,,
R2,Pure_MultiSeason,0.6624910809196225,0.9636204213658783,36,36,36.0,72.0,500,0.0,0.0,26.317160669418595,8.65049102351519,1.9648419783441868,,,
R3,Stationary_AR,0.10521619630691081,0.24346602497648084,None,28,,,500,0.0,0.0,0.0,0.0,5.0,0.5504635033693526,,
R4,PureTrend_RandomWalk,0.9894010038081567,0.9470636181311481,None,250,,,500,,,0.0,0.0,1.3587053361997743,,,-0.36885561788930366
R1,Trend+MultiSeason,0.9964334415255706,0.9699233281556564,12,12,12.0,24.0,500,0.286277259714135,3.816969005607149e-05,21.38474371052724,6.832368005158829,1.363361395420167,,,
R2,Pure_MultiSeason,0.7281316023347706,0.966286216516062,12,12,12.0,24.0,500,0.0,0.0,24.555502957519792,8.591543620881373,1.3528852633926567,,,
R3,Stationary_AR,0.22126257024324003,0.24457863728742102,None,24,,,500,0.0,0.0,0.0,0.0,5.0,0.5171646190247171,,
R4,PureTrend_RandomWalk,0.9946768034080326,0.22283373429198183,None,24,,,500,,,0.0,0.0,0.5979068541765317,,,-0.11462416322799625
R1,Trend+MultiSeason,0.9967334375315948,0.9363903710411726,48,50,48.0,96.0,500,0.3323961791902569,-3.98079994992881e-05,14.101331259101453,6.146912065520674,0.8008892594065187,,,
R2,Pure_MultiSeason,0.5074621735055849,0.940917425094023,48,50,48.0,96.0,500,0.0,0.0,14.666960669334081,4.868424554384933,1.4582177284647964,,,
R3,Stationary_WN,0.260019022073845,0.13614515416336892,None,2,,,500,0.0,0.0,0.0,0.0,8.310861962373242,,,
R4,PureTrend_RandomWalk,0.9832725731143159,0.05067155847186988,None,24,,,500,,,0.0,0.0,0.923454448439994,,,0.22674969957065527
R1,Trend+MultiSeason,0.9995215539967641,0.9876106617772117,24,24,24.0,48.0,500,0.39715011626675656,-3.169634097628298e-05,15.171747147328333,2.1341483877335192,0.865749797101289,,,
R2,Pure_MultiSeason,0.6888723286403349,0.8883849847235062,24,24,24.0,48.0,500,0.0,0.0,11.354444955890138,7.303024668728604,1.0520344048333348,,,
R3,Stationary_AR,0.20889734956146222,0.3292251850197878,None,20,,,500,0.0,0.0,0.0,0.0,5.0,0.5076541307726271,,
R4,PureTrend_RandomWalk,0.9913538498891166,0.2542937249689373,None,24,,,500,,,0.0,0.0,1.2677297755955395,,,-0.18054657871393054
R1,Trend+MultiSeason,0.9841333096302605,0.9846771952309415,36,36,36.0,72.0,500,-0.11607360312608696,4.810017726206493e-05,19.53588213422155,3.8591123212486256,1.075988955659743,,,
R2,Pure_MultiSeason,0.7125560264344444,0.9823835003081997,36,36,36.0,72.0,500,0.0,0.0,24.781595258994052,6.2211209585604825,0.536410661044296,,,
R3,Stationary_AR,0.04272057183697209,0.5472080551436708,None,167,,,500,0.0,0.0,0.0,0.0,5.0,0.6035942160854456,,
R4,PureTrend_RandomWalk,0.9974504352171467,0.10465519827779401,None,24,,,500,,,0.0,0.0,0.6510171395692217,,,0.4209823297559423
R1,Trend+MultiSeason,0.9969091738421277,0.9735852924049844,24,24,24.0,48.0,500,0.31499915076644625,2.8200645680278498e-05,22.6036626222464,6.466873393001024,1.4343638096076012,,,
R2,Pure_MultiSeason,0.627297029376841,0.9782795983451115,24,24,24.0,48.0,500,0.0,0.0,20.910096629387503,5.014386978517015,1.4937653959827757,,,
R3,Stationary_AR,0.27868907617112404,0.23419194279289568,None,14,,,500,0.0,0.0,0.0,0.0,5.0,0.5579274136211327,,
R4,PureTrend_Break,0.9999659017550298,0.999863865456837,None,250,,,500,,,0.0,0.0,0.6301825011836177,,250.0,
R1,Trend+MultiSeason,0.9947395888774926,0.9502122060940625,36,36,36.0,72.0,500,0.17767332763106952,2.1370048485718858e-05,12.288007142068968,4.837882647066114,0.9066227165889257,,,
R2,Pure_MultiSeason,0.7121695972803426,0.9218521460823091,36,36,36.0,72.0,500,0.0,0.0,13.607091915028334,7.390788831516952,0.6699597160104316,,,
R3,Stationary_WN,0.10173543144072017,0.2524947280745349,None,8,,,500,0.0,0.0,0.0,0.0,9.355519865987562,,,
R4,PureTrend_Exponential,0.9996377252194293,0.19591228288969864,None,24,,,500,,,0.0,0.0,0.6327564582777748,,,
R1,Trend+MultiSeason,0.9988365394794949,0.9813190884259972,12,12,12.0,24.0,500,0.39320331749497384,3.759181334533085e-05,20.807098181745395,5.629207815626032,0.6100534467357444,,,
R2,Pure_MultiSeason,0.7504398009404802,0.9419502829830387,12,12,12.0,24.0,500,0.0,0.0,24.073321459887733,11.847751292945524,1.025449009990682,,,
R3,Stationary_AR,0.22674416919982132,0.4086821871526436,None,33,,,500,0.0,0.0,0.0,0.0,5.0,0.5656192856192804,,
R4,PureTrend_RandomWalk,0.9763250770321492,0.9090498319297426,None,250,,,500,,,0.0,0.0,1.2777873808146616,,,-0.284183289197275
R1,Trend+MultiSeason,0.9937783022560789,0.8771925255427532,48,50,48.0,96.0,500,-0.25442374089082853,4.855979937830137e-05,9.804410238228249,6.155558757944818,0.9393535489412315,,,
R2,Pure_MultiSeason,0.666239897125732,0.9417936514554648,48,50,48.0,96.0,500,0.0,0.0,19.804000210841778,8.482395663633682,0.6479575450753249,,,
R3,Stationary_WN,0.16418432657840876,0.15189816740919804,None,3,,,500,0.0,0.0,0.0,0.0,14.082399092690709,,,
R4,PureTrend_Exponential,0.9929294384330688,0.31423333269153686,None,24,,,500,,,0.0,0.0,1.307416154298212,,,
R1,Trend+MultiSeason,0.99799190095017,0.9481421590667769,12,12,12.0,24.0,500,-0.3219383798202031,3.7381351250334686e-05,11.832826117395928,5.38786638603831,0.7261610302386537,,,
R2,Pure_MultiSeason,0.7261323203254388,0.933634200063348,12,12,12.0,24.0,500,0.0,0.0,17.373830675156533,8.797685296228224,1.6193579212218743,,,
R3,Stationary_AR,0.21606167059605896,0.28616985451475396,None,19,,,500,0.0,0.0,0.0,0.0,5.0,0.4902364280877826,,
R4,PureTrend_Exponential,0.9981101300523942,0.25223852405693303,None,24,,,500,,,0.0,0.0,1.3464860852917049,,,
