True_Regime,Pattern,F_T,F_S,F_I,True_P,Est_P
R3,Stationary_WN,0.023661767990830973,0.3862060100414547,0.3070347885637754,None,38
R4,Trend_ExponentialGrowth,0.9999830152803599,0.9998997130657311,0.0,None,249
R1,Trend_Seasonality,0.9996326532565768,0.9965707422288732,0.7869334168072623,12,12
R2,Seasonality,0.7457518922727758,0.9959022347173756,0.7744368397371726,12,12
R3,Stationary_WN,0.04235925398326268,0.3343341128076145,0.3420017479030609,None,31
R4,Trend_RandomWalkDrift,0.9881518607901912,0.9683133937269528,0.9415239369157797,None,125
R1,Trend_Seasonality,0.9983507071091422,0.9891012445636144,0.834318656421565,36,36
R2,Seasonality,0.7719275246342853,0.9983533787218976,0.8446863895422875,36,36
R3,Stationary_WN,0.26527680604618753,0.4049312032829667,0.3797357247136167,None,10
R4,Trend_MeanShift,0.9995624338699703,0.9981442163705947,0.0,None,250
R1,Trend_Seasonality,0.9998364209304497,0.9987258488404476,0.933022154815025,12,12
R2,Seasonality,0.7836924770816809,0.9889221639546895,0.7928729810268853,12,12
R3,Stationary_WN,0.39029881083226226,0.27857807767976184,0.33693354842904255,None,3
R4,Trend_MeanShift,0.9992995281849695,0.9969959388507149,0.0,None,250
R1,Trend_Seasonality,0.9993268826993913,0.998474946857744,0.9398110945117196,36,36
R2,Seasonality,0.8016950616577291,0.9971901454278758,0.8568835246386733,36,36
R3,Stationary_WN,0.03362425532498292,0.5046660103197075,0.41691112070900915,None,83
R4,Trend_ExponentialGrowth,0.9999738122865856,0.9998809551130609,0.0,None,249
R1,Trend_Seasonality,0.9998956226400288,0.9990555832588817,0.9585567438283922,12,12
R2,Seasonality,0.8629737074593622,0.9975394113888285,0.868043668365841,12,12
R3,Stationary_AR,0.38933928225450987,0.3286384066891225,0.5991513053301817,None,11
R4,Trend_RandomWalkDrift,0.5761379627873334,0.5305081888992682,0.0,None,167
R1,Trend_Seasonality,0.9992515018630762,0.9887064892339109,0.8969397980332522,36,36
R2,Seasonality,0.046487725468392416,0.9983451956058437,0.48185992968613334,36,71
R3,Stationary_WN,0.49280606493069434,0.14821182063918248,0.24426763916882377,None,2
R4,Trend_ExponentialGrowth,0.9999790278648313,0.9999125438149359,0.0,None,249
R1,Trend_Seasonality,0.9991566622998483,0.9937360389741503,0.8596322838445856,12,12
R2,Seasonality,0.9742250496282975,0.9992538411818191,0.9722080594827497,12,12
R3,Stationary_AR,0.02025742626118099,0.515397072208565,0.6379624483538928,None,56
R4,Trend_RandomWalkDrift,0.9999988122544262,0.999996775527903,0.0,None,249
R1,Trend_Seasonality,0.9999156004808206,0.9993305771682562,0.9297660007266234,24,24
R2,Seasonality,0.8289803792433486,0.9976220776187928,0.875867709637992,24,24
R3,Stationary_WN,0.45415549050188875,0.1994944339862591,0.2180201846446287,None,2
R4,Trend_RandomWalkDrift,0.9999995933799541,0.9999506742184323,0.0,None,249
R1,Trend_Seasonality,0.999679190216747,0.9950861758547,0.8424895594016133,12,12
R2,Seasonality,0.9208874790428178,0.9987136893783748,0.9189886490241121,12,12
R3,Stationary_WN,0.013653697411024734,0.5263652972356145,0.3355856937968984,None,100
R4,Trend_MeanShift,0.9739165567344746,0.940441203766766,0.0,None,250
R1,Trend_Seasonality,0.9986246373086413,0.9977849500017563,0.8998322191203851,24,24
R2,Seasonality,0.9529122696237655,0.9957485430561748,0.9635648857698872,24,24
R3,Stationary_WN,0.4888319443349858,0.13526972571985096,0.25903379529688886,None,2
R4,Trend_MeanShift,0.9994601268392773,0.9979672527306204,0.0,None,250
R1,Trend_Seasonality,0.9997666876196553,0.9955677635606993,0.8135688480918525,36,36
R2,Seasonality,0.9611769211772687,0.9979805298264031,0.9687497670954969,36,36
R3,Stationary_WN,0.4345184359445018,0.2762101093598649,0.358374540931396,None,3
R4,Trend_RandomWalkDrift,0.9973896327758017,0.7981878005758741,0.0,None,250
R1,Trend_Seasonality,0.9994729551742828,0.9916653795961097,0.8339335756480979,48,50
R2,Seasonality,0.8867259780784366,0.9959313638605681,0.9244680786014527,48,50
R3,Stationary_AR,0.29808912553642464,0.536786731560051,0.7150153901637597,None,56
R4,Trend_ExponentialGrowth,0.9999665779436894,0.9998800595238824,0.0,None,249
R1,Trend_Seasonality,0.9993855805141634,0.992729303096112,0.9375513525977345,36,36
R2,Seasonality,0.793254910074044,0.9933058615534103,0.8558883846430339,36,36
R3,Stationary_WN,0.49707704108995354,0.061149084334588544,0.23718914816621106,None,2
R4,Trend_ExponentialGrowth,0.999981105486312,0.9999203517746635,0.0,None,249
R1,Trend_Seasonality,0.9998917575269873,0.9994739733553227,0.9689535667874581,24,24
R2,Seasonality,0.8962369475444254,0.9867066528744075,0.9254635213501357,24,24
R3,Stationary_WN,0.3251166530857412,0.2260672823183224,0.34669035624940725,None,4
R4,Trend_MeanShift,0.9999661328084007,0.9998649658848818,0.23884474646309695,None,250
R1,Trend_Seasonality,0.9978944332095492,0.9968225190599146,0.8590381850655789,24,24
R2,Seasonality,0.9806372700510035,0.998845313831687,0.9847143243412707,24,24
R3,Stationary_AR,0.2546549317210117,0.3885925439706974,0.4790483095514406,None,18
R4,Trend_ExponentialGrowth,0.9999847068046319,0.999917950802672,0.0,None,249
R1,Trend_Seasonality,0.9999304392693982,0.9988984436489129,0.9461061191688502,24,24
R2,Seasonality,0.9741506217555166,0.9993210972424579,0.9795363588087995,24,24
R3,Stationary_WN,0.43429658203181754,0.12885511399898208,0.3333165286015577,None,3
R4,Trend_MeanShift,0.9987493367683545,0.994617200302714,0.0,None,250
R1,Trend_Seasonality,0.999474868298274,0.9914714803840252,0.6284813007222092,24,24
R2,Seasonality,0.873107921255678,0.9969953532529529,0.9048016909424652,24,24
R3,Stationary_WN,0.5314099779333485,0.15514994794428716,0.31273558063421136,None,2
R4,Trend_RandomWalkDrift,0.9999991927782584,0.9999626749000847,0.0,None,249
R1,Trend_Seasonality,0.9942049023065519,0.9914085158292205,0.8146784072145132,48,50
R2,Seasonality,0.9872121954115854,0.9991488982678732,0.9901854245106361,48,50
R3,Stationary_WN,0.08243973956974326,0.41900158628093664,0.33390372782163613,None,20
R4,Trend_RandomWalkDrift,0.9995932069509548,0.9999699029370719,0.0,None,249
R1,Trend_Seasonality,0.9989532590321499,0.9957750284904572,0.9024592361629115,36,36
R2,Seasonality,0.9184590292602646,0.9975067849164625,0.9340272903635314,36,36
R3,Stationary_WN,0.02080112897737596,0.3950129071163443,0.292136086826322,None,100
R4,Trend_MeanShift,0.9999335321579802,0.9997344090790918,0.37503203056799495,None,250
R1,Trend_Seasonality,0.9998547381533214,0.997634432323822,0.6964535587820309,12,12
R2,Seasonality,0.7436749391881032,0.9931558314559451,0.7644565672597083,12,12
R3,Stationary_AR,0.21937491956374933,0.38905455499282704,0.5005518425319473,None,19
R4,Trend_RandomWalkDrift,0.9999964091502125,0.9999603964230551,0.0,None,249
R1,Trend_Seasonality,0.999552805127602,0.9977926000491143,0.8366599266156053,24,24
R2,Seasonality,0.9327477572331888,0.9973019609672309,0.949365694663351,24,24
R3,Stationary_AR,0.0,0.4117047057820603,0.0,None,250
R4,Trend_RandomWalkDrift,0.9999884159410418,0.999992574555731,0.0,None,249
R1,Trend_Seasonality,0.9999418290182406,0.999214155996245,0.9577989988112704,36,36
R2,Seasonality,0.8343512504364394,0.9979199491279864,0.8754281670169942,36,36
R3,Stationary_WN,0.17638543918688965,0.31620976459027184,0.26138060156620113,None,7
R4,Trend_RandomWalkDrift,0.9999945505929329,0.9999215574343859,0.0,None,249
R1,Trend_Seasonality,0.9996139896097467,0.996302028960103,0.85941240157113,24,24
R2,Seasonality,0.8760210417401915,0.9956362354216781,0.9100723137891074,24,24
R3,Stationary_AR,0.3829695907276175,0.3704994389679339,0.4676592927052322,None,9
R4,Trend_RandomWalkDrift,0.6678031367613211,0.14074426730435674,0.0,None,250
R1,Trend_Seasonality,0.999720815354673,0.998586938811863,0.8813812339425252,48,50
R2,Seasonality,0.9127112777608329,0.9910062772563553,0.9319404751727202,48,50
R3,Stationary_AR,0.13973232006579395,0.5706453047896234,0.6803422838143811,None,56
R4,Trend_RandomWalkDrift,0.9999996079017098,0.999989729768265,0.0,None,249
R1,Trend_Seasonality,0.9998404429763184,0.9964188612470515,0.9584548433680667,36,36
R2,Seasonality,0.9172732283806813,0.9954442638421708,0.936672446142399,36,36
R3,Stationary_WN,0.43195330095285045,0.12736154198850191,0.22675974231931384,None,2
R4,Trend_ExponentialGrowth,0.9999677521644409,0.9998786771730452,0.0,None,249
R1,Trend_Seasonality,0.9996211414206647,0.9953476959807303,0.8074950728039316,12,12
R2,Seasonality,0.8657934838367998,0.9961721926516784,0.8734975025281191,12,12
R3,Stationary_WN,0.23772840028526077,0.26811028598945164,0.25904926272742324,None,5
R4,Trend_ExponentialGrowth,0.9999693761595623,0.999872603704012,0.0,None,249
R1,Trend_Seasonality,0.9998286053389577,0.9936519266677233,0.8468711394743473,36,36
R2,Seasonality,0.7053087658921255,0.9904302469980492,0.8092224472001057,36,36
R3,Stationary_AR,0.09530473202810164,0.48896022083693413,0.5321523385450526,None,42
R4,Trend_MeanShift,0.9991818968957489,0.9966067950563761,0.0,None,250
R1,Trend_Seasonality,0.999529267484519,0.9990071785778513,0.875158218392381,24,24
R2,Seasonality,0.9527555266197681,0.9992030390516847,0.9635687402429141,24,24
R3,Stationary_WN,0.16882460339240635,0.3488519452554629,0.3397392305276329,None,10
R4,Trend_RandomWalkDrift,0.9933241848769387,0.8453630146104267,0.0,None,250
R1,Trend_Seasonality,0.9996674047970151,0.9932006597825415,0.7854272116755381,24,24
R2,Seasonality,0.9242875734605787,0.9989398656146357,0.9418190458769325,24,24
R3,Stationary_AR,0.3269776209963885,0.6019700211455422,0.6531057939482232,None,26
R4,Trend_RandomWalkDrift,0.9813238557433259,0.8784407551190069,0.0,None,250
R1,Trend_Seasonality,0.9994298069401579,0.9952108421683101,0.9453955024997786,36,36
R2,Seasonality,0.801655184804906,0.9935496607149081,0.8531761077061947,36,36
R3,Stationary_WN,0.42949859905067955,0.17210784804657175,0.2763420308932053,None,3
R4,Trend_MeanShift,0.999929309697829,0.9997209766802158,0.0,None,250
R1,Trend_Seasonality,0.999856680540889,0.9985414931300934,0.93543111921701,24,24
R2,Seasonality,0.9028351630013938,0.9984632232424653,0.9307523318392494,24,24
R3,Stationary_AR,0.0,0.08779019302586366,0.0,None,167
R4,Trend_MeanShift,0.9999736439650638,0.9998944830756248,0.0,None,250
R1,Trend_Seasonality,0.9993520719208266,0.9979300149831258,0.9121464998051643,24,24
R2,Seasonality,0.8884550322048252,0.9983195600232337,0.9148141198036794,24,24
R3,Stationary_AR,0.2975736807064653,0.3603337498106337,0.5913295314543312,None,17
R4,Trend_ExponentialGrowth,0.9999700461841574,0.9998918125099665,0.0,None,249
R1,Trend_Seasonality,0.9998962822448394,0.9939414708399973,0.9049881494107435,12,12
R2,Seasonality,0.8724970709232847,0.9978906633820832,0.878514822615834,12,12
R3,Stationary_AR,0.2109694144755484,0.42285636256438,0.5530031289868742,None,17
R4,Trend_MeanShift,0.9991975557134382,0.9970667493940022,0.0,None,250
R1,Trend_Seasonality,0.9990116114872922,0.9936289567853946,0.9479323808018691,24,24
R2,Seasonality,0.9547411137954063,0.9984824609284993,0.9651690573855479,24,24
R3,Stationary_AR,0.2075843150206308,0.7624984010127496,0.7406586781097654,None,125
R4,Trend_RandomWalkDrift,0.9999815754095758,0.9999556172328787,0.0,None,249
R1,Trend_Seasonality,0.9996621205033055,0.997163505968691,0.8713956325888628,24,24
R2,Seasonality,0.9597604421274328,0.99854724713629,0.967976388779471,24,24
R3,Stationary_AR,0.24518788674789738,0.54938166524653,0.48635940300531444,None,24
R4,Trend_ExponentialGrowth,0.9999706085875427,0.9998962567986126,0.0,None,249
R1,Trend_Seasonality,0.9998311829364835,0.9982952636287921,0.7366516131065013,24,24
R2,Seasonality,0.9543184909121856,0.9976514269320521,0.9658673817816786,24,24
R3,Stationary_WN,0.13220577241619413,0.3109143890023236,0.25729186366848233,None,12
R4,Trend_ExponentialGrowth,0.9999772077275766,0.999900425879738,0.0,None,249
R1,Trend_Seasonality,0.9985978536774199,0.9851439917842714,0.8709140225678637,12,12
R2,Seasonality,0.9547842376985203,0.9955174075856601,0.9511175395864939,12,12
R3,Stationary_AR,0.9999580687552925,0.9999991791997789,0.0,None,249
R4,Trend_RandomWalkDrift,0.9999908558837564,0.9999338092788477,0.0,None,249
R1,Trend_Seasonality,0.9998377764517874,0.9950331326408579,0.9457206187004903,48,50
R2,Seasonality,0.9530618906042614,0.9957186211689705,0.9641341082770176,48,50
R3,Stationary_AR,0.2656719861646544,0.4547763548317626,0.49163737728061085,None,19
R4,Trend_MeanShift,0.999924468014718,0.99969596792491,0.0,None,250
R1,Trend_Seasonality,0.9995912839722589,0.9973223584408353,0.7041735839629193,12,12
R2,Seasonality,0.8802979999914743,0.9943856300820426,0.8840660771310933,12,12
R3,Stationary_AR,0.3111140768077154,0.4388194937461416,0.5565029382925861,None,15
R4,Trend_RandomWalkDrift,0.9727827099281346,0.5299925385660917,0.0,None,250
R1,Trend_Seasonality,0.9997532122308125,0.994759560074723,0.9293361650988594,48,50
R2,Seasonality,0.9068646003460968,0.9951825511389074,0.9307107984828993,48,50
R3,Stationary_AR,0.4102966417050645,0.3210259010811666,0.5443901732030649,None,14
R4,Trend_MeanShift,0.9998776561763381,0.9995028873242435,0.0,None,250
R1,Trend_Seasonality,0.9995882809279559,0.9961718981295352,0.8958387782215957,48,50
R2,Seasonality,0.6391856632610788,0.9899037324942906,0.814186176249949,48,50
R3,Stationary_AR,0.18629212731732014,0.44543153893758825,0.5364429434077067,None,20
R4,Trend_MeanShift,0.9998659169771192,0.9994634235282636,0.0,None,250
R1,Trend_Seasonality,0.999610626463866,0.9948267596705591,0.6931046908028045,12,12
R2,Seasonality,0.8970540093888351,0.9985254659775824,0.8980008998606377,12,12
R3,Stationary_AR,0.22604332956938133,0.4178051845552372,0.5717522489069751,None,29
R4,Trend_MeanShift,0.9999596284965038,0.9998396120528145,0.18110600766509843,None,250
R1,Trend_Seasonality,0.9988314297984259,0.9939290478333507,0.8095045817390887,48,50
R2,Seasonality,0.7674850193568357,0.9912721735426245,0.8551173422227776,48,50
R3,Stationary_WN,0.11361942354044086,0.34628276412206715,0.3515065172691825,None,12
R4,Trend_MeanShift,0.9997576756019888,0.9990287607981941,0.16047081703638166,None,250
R1,Trend_Seasonality,0.9996024174208256,0.9929367464000582,0.8515334701341529,48,50
R2,Seasonality,0.8942571029863853,0.9953494306794438,0.9257275429974686,48,50
R3,Stationary_WN,0.2787777542641996,0.23917966120098522,0.349914487352465,None,4
R4,Trend_ExponentialGrowth,0.9999579984273084,0.9998926796233805,0.0,None,249
R1,Trend_Seasonality,0.9997404433144246,0.9938001161929724,0.8867431705089415,12,12
R2,Seasonality,0.813617984143137,0.9968625826145249,0.8231010933855198,12,12
R3,Stationary_WN,0.4204518332606203,0.16557356725902772,0.28251214687956117,None,3
R4,Trend_ExponentialGrowth,0.9999792055997041,0.9999132891060515,0.0,None,249
R1,Trend_Seasonality,0.9996584290230569,0.9964559883561216,0.7884975535322759,36,36
R2,Seasonality,0.7975583317924554,0.997013187772583,0.8571444034123045,36,36
R3,Stationary_AR,0.22168930819983979,0.44278183146194194,0.48370607508051344,None,21
R4,Trend_RandomWalkDrift,0.9967599325334101,0.8918869289740292,0.0,None,250
R1,Trend_Seasonality,0.999175667888706,0.9952278799681671,0.6269468555419728,12,12
R2,Seasonality,0.7213928276383257,0.9891494863343906,0.7646914469101682,12,12
R3,Stationary_WN,0.2622545912691042,0.2982123610320655,0.23721350412123599,None,5
R4,Trend_ExponentialGrowth,0.9999628807274878,0.9998884148552699,0.0,None,249
R1,Trend_Seasonality,0.999941762367136,0.9974159232853653,0.8841746552658888,12,12
R2,Seasonality,0.9557550065418535,0.9982148870731063,0.9531482680225465,12,12
R3,Stationary_WN,0.394635662631889,0.28690940426351363,0.33963810183552245,None,4
R4,Trend_ExponentialGrowth,0.9999621624722901,0.9998861281529292,0.0,None,249
R1,Trend_Seasonality,0.9981534972983958,0.9980333896736164,0.6263926344645969,12,12
R2,Seasonality,0.8355798245975429,0.9966568670458683,0.8404582489377399,12,12
R3,Stationary_WN,0.3887599941402957,0.2645510891404562,0.437099184770422,None,3
R4,Trend_MeanShift,0.902832953642948,0.723659799815358,0.0,None,250
R1,Trend_Seasonality,0.9996203997811942,0.9944049055907901,0.9534042527485742,48,50
R2,Seasonality,0.9239847936588684,0.9957148803796116,0.9401188474652746,48,50
R3,Stationary_AR,0.19019558939144154,0.39167442641225636,0.4958098294525356,None,19
R4,Trend_ExponentialGrowth,0.99998344784983,0.9999189340775716,0.0,None,249
R1,Trend_Seasonality,0.9998515173570377,0.9994560562535362,0.9306966700895025,24,24
R2,Seasonality,0.9748502958161255,0.9973206141497669,0.980525825170697,24,24
R3,Stationary_AR,0.12902438040261532,0.5533836493318249,0.5811929284484761,None,100
R4,Trend_MeanShift,0.9995078953278974,0.9979745049563487,0.0,None,250
R1,Trend_Seasonality,0.9996650780778149,0.999124486960066,0.9329695441645434,36,36
R2,Seasonality,0.936227767320539,0.9989474336925249,0.9477566212135417,36,36
R3,Stationary_AR,0.026400630446552498,0.6562487018450059,0.6883626135263066,None,71
R4,Trend_ExponentialGrowth,0.9999744489085379,0.9998982694173728,0.0,None,249
R1,Trend_Seasonality,0.9997855767633933,0.994862631551652,0.797242652341588,24,24
R2,Seasonality,0.9289150206068171,0.9975707640669575,0.94772212124435,24,24
R3,Stationary_AR,0.07712200382410028,0.6688433524003092,0.6388755479120689,None,100
R4,Trend_RandomWalkDrift,0.8808827654990818,0.6226541019864913,0.0,None,250
R1,Trend_Seasonality,0.9995677489883031,0.9971198122850636,0.9175160709737011,12,12
R2,Seasonality,0.8654137201410396,0.9929252447679557,0.8735227999998184,12,12
R3,Stationary_AR,0.35150284073725724,0.5521185018867165,0.5867432602396611,None,19
R4,Trend_RandomWalkDrift,0.9999942651759989,0.9999394457022097,0.0,None,249
R1,Trend_Seasonality,0.9994523877487075,0.996144859948707,0.8682677464207689,24,24
R2,Seasonality,0.9319248822896603,0.987297219101349,0.9460127479156629,24,24
R3,Stationary_AR,0.14328263340649772,0.43158863127657454,0.5893422667756385,None,33
R4,Trend_ExponentialGrowth,0.9999597530024299,0.9998938532876135,0.0,None,249
R1,Trend_Seasonality,0.9997705544027059,0.9990188519199058,0.7904640562010997,36,36
R2,Seasonality,0.8920576555028505,0.9933480381691582,0.9152563563529256,36,36
R3,Stationary_AR,0.26494455315953824,0.6005736197871938,0.69525289181969,None,50
R4,Trend_MeanShift,0.9999713814080392,0.9998861537236602,0.019460361994838027,None,250
R1,Trend_Seasonality,0.9987369302279114,0.9921720547715683,0.9046016275305193,48,50
R2,Seasonality,0.879239854208907,0.993782026030027,0.9180138445604611,48,50
R3,Stationary_WN,0.4500742717748323,0.14207563537803236,0.17379038072228625,None,2
R4,Trend_RandomWalkDrift,0.9999946955700807,0.9999890972841703,0.0,None,249
R1,Trend_Seasonality,0.998781994359457,0.992210617170755,0.6954173613029049,48,50
R2,Seasonality,0.8217733359678749,0.9889726571642482,0.8784186561806293,48,50
R3,Stationary_WN,0.435137332796667,0.32307507440214067,0.32792420289511415,None,3
R4,Trend_RandomWalkDrift,0.991058965864826,0.5630050742368299,0.7651941862705575,None,100
R1,Trend_Seasonality,0.9998860010002818,0.9988308808213298,0.9303076461285285,12,12
R2,Seasonality,0.9475963593366801,0.9972069625767764,0.9458581875388234,12,12
R3,Stationary_AR,0.3342040571734092,0.4370419495485981,0.5543355386630933,None,14
R4,Trend_ExponentialGrowth,0.999963932134841,0.9998961677789239,0.0,None,249
R1,Trend_Seasonality,0.9989459807722275,0.9960415513666568,0.8254166171658806,12,12
R2,Seasonality,0.9725590746671628,0.9986434216896469,0.9703034127269006,12,12
R3,Stationary_AR,0.09514355728927448,0.48964481925963854,0.551966300345945,None,71
R4,Trend_MeanShift,0.9997421275202855,0.9989393161488512,0.0,None,250
R1,Trend_Seasonality,0.9995537457667205,0.9904200995218829,0.5573709310122696,36,36
R2,Seasonality,0.691106857020359,0.9804264464161359,0.7761471624942893,36,36
R3,Stationary_AR,0.0,0.8289426895921768,0.6356418653401299,None,167
R4,Trend_ExponentialGrowth,0.9999738177185834,0.9999012823872749,0.0,None,249
R1,Trend_Seasonality,0.9999134731912483,0.9985487604343165,0.80401655879657,36,36
R2,Seasonality,0.6936943685945851,0.9932151105699585,0.8065591545715837,36,36
R3,Stationary_WN,0.2545077827597799,0.3536989539147354,0.2490485505261958,None,5
R4,Trend_MeanShift,0.989773242315357,0.9698531324263793,0.0,None,250
R1,Trend_Seasonality,0.9994158518179869,0.9992006920815595,0.8865523286947099,36,36
R2,Seasonality,0.9785575168532099,0.9986759763684488,0.9823779431201151,36,36
R3,Stationary_WN,0.2110876624435427,0.23492604528586325,0.2958281143739172,None,5
R4,Trend_RandomWalkDrift,0.9992399183084529,0.9688786364794824,0.9384808597214569,None,125
R1,Trend_Seasonality,0.9999280365343051,0.9992972324205911,0.981067187371857,12,12
R2,Seasonality,0.9671970604099029,0.9979445565888816,0.9645012416296596,12,12
R3,Stationary_AR,0.22715352895953,0.4236476635912123,0.5795187897412969,None,22
R4,Trend_RandomWalkDrift,0.9999978068652348,0.9999464774597574,0.0,None,249
R1,Trend_Seasonality,0.9994274587801739,0.9867957427810853,0.551836917962887,36,36
R2,Seasonality,0.9541924267436024,0.9983404315616172,0.9628043191948459,36,36
R3,Stationary_WN,0.03484316439488744,0.4040604760169131,0.33371873868478186,None,38
R4,Trend_MeanShift,0.9999313779946247,0.9997290476694788,0.0,None,250
R1,Trend_Seasonality,0.9997833448136384,0.9918185164235134,0.8401767984070612,12,12
R2,Seasonality,0.9412097019888939,0.9965361451415824,0.9392077148963763,12,12
R3,Stationary_AR,0.3700155514945319,0.4900325430778021,0.5918201464541608,None,15
R4,Trend_ExponentialGrowth,0.9999698997883226,0.9998866623245581,0.0,None,249
R1,Trend_Seasonality,0.9995030521373114,0.9948614524259007,0.9320811096441008,12,12
R2,Seasonality,0.96388824473711,0.9990236299412856,0.9604074880972387,12,12
R3,Stationary_AR,0.3110247122323523,0.4792748371506236,0.6448252234333967,None,15
R4,Trend_RandomWalkDrift,0.9999994176087416,0.9999725430576157,0.0,None,249
R1,Trend_Seasonality,0.9999581876167042,0.9988557249448923,0.9502946269133827,48,50
R2,Seasonality,0.6763075337604809,0.9889512834159321,0.8190324972295144,48,50
R3,Stationary_AR,0.43562863710554367,0.5209909437534358,0.6993875648576591,None,23
R4,Trend_MeanShift,0.9993976590547938,0.9975865001040932,0.0,None,250
R1,Trend_Seasonality,0.9999386349129236,0.9982750487044777,0.8971642441868796,24,24
R2,Seasonality,0.8221263641701708,0.998125389910205,0.8781449345790556,24,24
R3,Stationary_AR,0.10568824727017412,0.6395853845609183,0.6493908783879696,None,62
R4,Trend_ExponentialGrowth,0.9999622293370931,0.9998943239823357,0.0,None,249
R1,Trend_Seasonality,0.9993682618148799,0.9933713368467963,0.9205156219827757,48,50
R2,Seasonality,0.9408240274446711,0.998656394683844,0.9638550618624939,48,50
R3,Stationary_AR,0.21987536573781508,0.6266230211704384,0.676978342705428,None,42
R4,Trend_ExponentialGrowth,0.9999804969932672,0.9999212833000674,0.0,None,249
R1,Trend_Seasonality,0.9992898433779531,0.9655137270236106,0.827574482625656,48,50
R2,Seasonality,0.8683289784037154,0.9941451607406636,0.9079436848929063,48,50
R3,Stationary_WN,0.031386679544350815,0.46981417435855666,0.45122458186433034,None,38
R4,Trend_MeanShift,0.9999678475350344,0.9998718594773528,0.014159970852752224,None,250
R1,Trend_Seasonality,0.9999197359839961,0.996154084610085,0.7853124460972474,12,12
R2,Seasonality,0.9574759843192491,0.9994193420066168,0.9554566002859284,12,12
R3,Stationary_AR,0.06946467850693927,0.09705809561874612,0.0,None,167
R4,Trend_MeanShift,0.9999284991457641,0.999717905473347,0.0,None,250
R1,Trend_Seasonality,0.9993640555841612,0.984267840081344,0.30539585072690734,12,24
R2,Seasonality,0.9522750670995537,0.9949693174535973,0.9488758088010569,12,12
R3,Stationary_WN,0.14574814813186554,0.42518397791283413,0.40855836721273686,None,14
R4,Trend_ExponentialGrowth,0.9999546069692127,0.9998887740677276,0.0,None,249
R1,Trend_Seasonality,0.9999213957299571,0.9990904552528722,0.9613180948575154,36,36
R2,Seasonality,0.9292629202308924,0.9841652595191008,0.9401365502581607,36,36
R3,Stationary_AR,0.3783639742681765,0.5799404095363507,0.7025820840709247,None,20
R4,Trend_ExponentialGrowth,0.9999536837556322,0.9998904394275578,0.0,None,249
R1,Trend_Seasonality,0.9995867724087267,0.9948792646513626,0.9578604802845352,12,12
R2,Seasonality,0.9708603918105992,0.9990377298994423,0.9690274514557647,12,12
R3,Stationary_WN,0.43205438838460675,0.32832005514250306,0.34536647505794404,None,3
R4,Trend_MeanShift,0.9935109030589702,0.9751535885501386,0.0,None,250
R1,Trend_Seasonality,0.9999515735418216,0.9988747129824928,0.9810083607499819,36,36
R2,Seasonality,0.9682232264654951,0.998001710128405,0.9742007453384962,36,36
R3,Stationary_WN,0.41493298573432646,0.12066478352724541,0.22210870891155854,None,2
R4,Trend_MeanShift,0.9998291183866951,0.9993271715748425,0.0,None,250
R1,Trend_Seasonality,0.9997686668628015,0.9975732004075538,0.8500264758142551,48,50
R2,Seasonality,0.6394833540709768,0.9948194941435593,0.8244353317366332,48,50
R3,Stationary_WN,0.26539500438189867,0.3236391657686404,0.2602074646326419,None,5
R4,Trend_MeanShift,0.9999785136885125,0.99991349580409,0.1730935871565361,None,250
R1,Trend_Seasonality,0.9995065499612567,0.9946201607361153,0.9492178707296942,12,12
R2,Seasonality,0.8749669013922835,0.996267717932623,0.8776121997485454,12,12
R3,Stationary_AR,0.3112832868747959,0.34853840057388263,0.3793500503357202,None,11
R4,Trend_ExponentialGrowth,0.9999690089875326,0.9998939785146495,0.0,None,249
R1,Trend_Seasonality,0.9997932525370983,0.9944637382947193,0.9066893255805621,48,50
R2,Seasonality,0.5233753651597425,0.99513467853911,0.7706623004272911,48,50
R3,Stationary_WN,0.1727247321216625,0.3741445379515219,0.23750312916821303,None,9
R4,Trend_ExponentialGrowth,0.9999928084819374,0.9999668288992478,0.0,None,249
R1,Trend_Seasonality,0.9998919411545181,0.997871702704416,0.9510075632857588,48,50
R2,Seasonality,0.7440360454521691,0.9938226019282959,0.8845345862494391,48,50
R3,Stationary_AR,0.3264678169206362,0.6079273708065647,0.7249719321595837,None,56
R4,Trend_MeanShift,0.9996548114506224,0.9986055499776592,0.0,None,250
R1,Trend_Seasonality,0.9998612316637956,0.9972472784321915,0.9639867322104743,24,24
R2,Seasonality,0.9442539863930073,0.9924998657011027,0.9571118241656364,24,24
R3,Stationary_AR,0.10896022753518886,0.45697802510279184,0.6008549083141661,None,45
R4,Trend_ExponentialGrowth,0.999956773380926,0.9998910650702572,0.0,None,249
R1,Trend_Seasonality,0.9997106557352081,0.9990714681773442,0.9642657570753832,36,36
R2,Seasonality,0.8498524589560941,0.9963642759159231,0.8870560452532174,36,36
R3,Stationary_AR,0.2712216350359159,0.44979653057353275,0.5859214642681737,None,21
R4,Trend_ExponentialGrowth,0.9999724555774422,0.9998914668072435,0.0,None,249
R1,Trend_Seasonality,0.9995459673358247,0.9971549248725414,0.6946159145515293,36,36
R2,Seasonality,0.9371388206268307,0.9989239862351376,0.948412391874218,36,36
R3,Stationary_AR,0.04332140855156974,0.2796025610071565,0.0,None,167
R4,Trend_MeanShift,0.9956084467835363,0.9834401739240742,0.0,None,250
R1,Trend_Seasonality,0.9993896676436129,0.9972257379712839,0.8963575496996048,24,24
