True_Sector,Pattern,F_T_STL,F_S_STL,F_R_STL,F_T_STL_EMD,F_S_STL_EMD,F_I_STL_EMD,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
S2,Seasonal,0.5333006540839825,0.9705043264107867,0.0,0.9619655550770764,0.9993185626739808,0.9795864589448843,36,38,36.0,72.0,300,0.0,0.0,28.170954759022123,6.416303115788,0.6045010896388898,,,
S3,Stationary_AR,0.06414734989920645,0.27805208103566736,0.0,0.1245301797299383,0.6715854740235179,0.6916248601977227,None,38,,,300,0.0,0.0,0.0,0.0,5.0,0.6404053150968451,,
S4,Trending_RandomWalkDrift,0.999073297793526,0.978903088663461,0.0,0.9976870981111662,0.957939766313222,0.0,None,150,,,300,,,0.0,0.0,0.9829927034398142,,,0.4339533591045218
S1,Composite,0.9913135254045412,0.9928731024875311,0.0,0.9970302423171102,0.9976048673128803,0.6619202226315448,12,12,12.0,24.0,300,-0.12492564161161933,-4.705349594511171e-05,18.9956608226924,2.0674211844682335,0.8880340792546901,,,
S2,Seasonal,0.7513426048544184,0.9527673530640253,0.0,0.9800813271036799,0.9989589137943217,0.9787366227012606,12,12,12.0,24.0,300,0.0,0.0,19.28061939786813,8.591432680643438,0.8015430443199861,,,
S3,Stationary_AR,0.0,0.8599714124466842,0.0,0.0,0.7846135892224416,0.0,None,150,,,300,0.0,0.0,0.0,0.0,5.0,0.6937682566050843,,
S4,Trending_RandomWalkDrift,0.9561599444209389,0.20228364259755172,0.0,0.9915935835572045,0.5604973144362949,0.8324051053563459,None,24,,,300,,,0.0,0.0,0.7495680971377446,,,0.10152465472663126
S1,Composite,0.99238748364956,0.9417897834177182,0.0,0.9993072604903113,0.9935975198520179,0.9098497738558515,36,38,36.0,72.0,300,0.33692304618458013,-2.2354436689216678e-05,14.477748413491195,4.075700663683627,0.7744287213513465,,,
S2,Seasonal,0.5919639429834329,0.9543610560024434,0.0,0.9639203616995146,0.9987759539357931,0.9767237583853636,36,38,36.0,72.0,300,0.0,0.0,21.665911575220825,6.963628662784302,0.6630750538990553,,,
S3,Stationary_WN,0.028719059171947503,0.06599209322007649,0.0,0.45453362747854786,0.130144121813475,0.45925623404950566,None,3,,,300,0.0,0.0,0.0,0.0,14.246694685637015,,,
S4,Trending_MeanShift,0.999978791494696,0.9999150316076366,0.0,0.9998471775630966,0.9993767510783812,0.0,None,150,,,300,,,0.0,0.0,0.925795672002358,,150.0,
S1,Composite,0.9743624466879599,0.901284414594874,0.0,0.9958515443819514,0.9823280352399923,0.8431229305387167,48,50,48.0,96.0,300,-0.25626526891250906,-3.560964647926334e-05,15.666398449990995,5.811510189807874,1.4223207266977262,,,
S2,Seasonal,0.15791086606428484,0.9341884784523005,0.0,0.42379203515493835,0.9895972199410298,0.8667514711454452,48,50,48.0,96.0,300,0.0,0.0,26.05181075656145,6.0072209129749226,1.8830729262330053,,,
S3,Stationary_WN,0.15297950026250906,0.09926829564248829,0.0,0.4850573964523266,0.13206566532506758,0.329268181091137,None,2,,,300,0.0,0.0,0.0,0.0,11.38210391019149,,,
S4,Trending_MeanShift,0.9999794396031793,0.9999174544360542,0.0,0.9999696886010812,0.9998785140630014,0.0,None,150,,,300,,,0.0,0.0,0.6112047319171958,,150.0,
S1,Composite,0.9910407124383135,0.9875460902559768,0.0,0.999623407833723,0.9994825688369515,0.9587016796722257,12,12,12.0,24.0,300,-0.23297526898276502,3.2611805843494754e-05,23.29741161242508,5.029244978386277,0.5686196419270072,,,
S2,Seasonal,0.7474664577560445,0.9018679024050382,0.0,0.9657325268955906,0.9961723821617127,0.9647554718458747,12,12,12.0,24.0,300,0.0,0.0,12.063174621000844,8.087275673847433,0.6963735091586403,,,
S3,Stationary_AR,0.1044441293698547,0.3341849101589135,0.0,0.10176790616133635,0.5420215130627257,0.5783543335713068,None,38,,,300,0.0,0.0,0.0,0.0,5.0,0.5954836031324644,,
S4,Trending_MeanShift,0.9999611980523196,0.9998442964012411,0.0,0.9987455792278405,0.9942533735372511,0.0,None,150,,,300,,,0.0,0.0,1.3734728729447356,,150.0,
S1,Composite,0.9916719140564542,0.8279502057534687,0.0,0.9995260976314043,0.9888837746478897,0.943932265228058,12,12,12.0,24.0,300,-0.3583727425935125,1.3289343645530842e-05,8.568952984909258,7.837962464097178,0.9983999506758323,,,
S2,Seasonal,0.7339231841990006,0.9742189791328895,0.0,0.9309105997319282,0.9981479698906345,0.9295028407703466,12,12,12.0,24.0,300,0.0,0.0,20.31084057755728,6.343316077112259,0.9677447530197505,,,
S3,Stationary_WN,0.036405331928029194,0.14043234236114566,0.0,0.3789439981813544,0.22413226510750173,0.3838339629513605,None,3,,,300,0.0,0.0,0.0,0.0,11.696940599852484,,,
S4,Trending_RandomWalkDrift,0.9872582510080639,0.8371832743896295,0.0,0.9695879846687934,0.3978286072420436,0.0,None,150,,,300,,,0.0,0.0,1.3836928826825456,,,0.3184837466076512
S1,Composite,0.9854418815991903,0.9791714424167837,0.0,0.9995412800008984,0.9993546688330963,0.9695310194709956,12,12,12.0,24.0,300,-0.24537346627332643,4.607579346251275e-05,23.963065097293065,6.900569981866414,0.7881635788649503,,,
S2,Seasonal,0.6286805224178464,0.9500231479254144,0.0,0.6690645229521313,0.986293990211216,0.7337205235084083,12,12,12.0,24.0,300,0.0,0.0,15.115178973126497,5.097951340486668,1.757081129545863,,,
S3,Stationary_AR,0.004210595227615688,0.7647056149158039,0.0,0.0030996538265023466,0.702712946589128,0.0,None,150,,,300,0.0,0.0,0.0,0.0,5.0,0.620981573393127,,
S4,Trending_ExponentialGrowth,0.9865598438903402,0.37987798156520336,0.0,0.9917048766894716,0.4882673240602683,0.38490084020142523,None,24,,,300,,,0.0,0.0,0.7636221580352401,,,
S1,Composite,0.9767363358267543,0.9166635927887938,0.0,0.9982675635474919,0.993507879944184,0.9293067434813692,48,50,48.0,96.0,300,-0.2108135509717667,-4.0132736060764885e-05,13.577493745677682,6.972489519801771,1.247333587650708,,,
S2,Seasonal,0.5675059373457302,0.9526386303476101,0.0,0.9026344414653873,0.9972386671433935,0.946789784769431,48,50,48.0,96.0,300,0.0,0.0,18.392340733635635,6.0800062891590585,0.8162219196314218,,,
S3,Stationary_AR,0.011788679067417429,0.24555610388099613,0.0,0.011354236392136507,0.6612343491991466,0.551844104456249,None,75,,,300,0.0,0.0,0.0,0.0,5.0,0.4001085024198434,,
S4,Trending_RandomWalkDrift,0.9790303567094515,0.0,0.0,0.9980460429826856,0.6621619866441335,0.9088979761733067,None,24,,,300,,,0.0,0.0,0.5742236868045463,,,-0.23100902260297695
S1,Composite,0.9980952662124029,0.9728729230804859,0.0,0.9995466543526252,0.9927974783982528,0.7629267147439232,24,50,24.0,48.0,300,-0.39857023357502164,4.158384977280361e-05,9.810079474185695,7.0967518417987066,1.1679627939570252,,,
S2,Seasonal,0.6563370615241002,0.939607644712539,0.0,0.9627945369751673,0.9982819991714643,0.9749960260959011,24,25,24.0,48.0,300,0.0,0.0,19.507202307838384,8.543679303144877,0.7360408393135099,,,
S3,Stationary_AR,0.21631748827145503,0.09817615784142408,0.0,0.46915149620551133,0.3359004040566157,0.6177563614484667,None,24,,,300,0.0,0.0,0.0,0.0,5.0,0.6523156993905139,,
S4,Trending_MeanShift,0.9998022318225355,0.9992186829375734,0.0,0.9996113402483963,0.9984434037669894,0.0,None,150,,,300,,,0.0,0.0,1.3223482833457738,,150.0,
S1,Composite,0.8870997167468717,0.9108855941311798,0.0,0.9912709526943355,0.9926089958338681,0.9349831586785935,36,38,36.0,72.0,300,-0.12544074763826163,-4.206483327934121e-05,18.99375916857477,6.975134986671241,1.164700188605693,,,
S2,Seasonal,0.42407542252335517,0.9410721938426847,0.0,0.7602160542239974,0.9916997674646859,0.8792162065020485,36,38,36.0,72.0,300,0.0,0.0,27.697145613037197,7.578630133956879,1.5894907221690469,,,
S3,Stationary_AR,0.08956828130873096,0.2291129805554578,0.0,0.05095444208579458,0.4112089119826382,0.3449738977282092,None,43,,,300,0.0,0.0,0.0,0.0,5.0,0.4312090693430033,,
S4,Trending_MeanShift,0.9997335630997825,0.9989528292524338,0.0,0.9996811732792602,0.9987226207197422,0.0,None,150,,,300,,,0.0,0.0,1.2234331781085324,,150.0,
S1,Composite,0.9957947986426072,0.9299470713503999,0.0,0.9986304296747429,0.9730701426553355,0.675969740044624,24,25,24.0,48.0,300,0.3452394817225344,-4.750623731609426e-05,9.751471421599515,2.206002103642927,1.372128662515702,,,
S2,Seasonal,0.6832728863917111,0.9562010418952442,0.0,0.8688153833515331,0.9942843736432216,0.8830966494401126,24,23,24.0,48.0,300,0.0,0.0,10.805570984506582,4.009203600685849,0.8615274653643208,,,
S3,Stationary_AR,0.14008909279783577,0.1591248082280854,0.0,0.36156101336833724,0.5708829518638312,0.6953668757273159,None,14,,,300,0.0,0.0,0.0,0.0,5.0,0.5462148410482588,,
S4,Trending_MeanShift,0.9999614301425246,0.9998456520970168,0.0,0.9998699855828814,0.9994734643235492,0.0,None,150,,,300,,,0.0,0.0,0.8480678429619066,,150.0,
S1,Composite,0.9705638635583126,0.9352477116614824,0.0,0.993402224821788,0.9830943795426895,0.7759335313658615,48,50,48.0,96.0,300,0.11377193223829632,3.3560948893213275e-05,10.263738998990227,2.2819738887175807,1.0309525529976598,,,
S2,Seasonal,0.679489338270991,0.9296313418675686,0.0,0.9696978684560257,0.9979338178089302,0.9733064221463228,48,50,48.0,96.0,300,0.0,0.0,24.18233665646042,11.725934740450707,1.0927397989866423,,,
S3,Stationary_AR,0.14065508381393432,0.31483384568489925,0.0,0.33485578083963374,0.6409201453571167,0.6604785717732006,None,33,,,300,0.0,0.0,0.0,0.0,5.0,0.6252554607746457,,
S4,Trending_ExponentialGrowth,0.969057257506394,0.18514100683660561,0.0,0.9793007019770004,0.29187513408240495,0.3248294170796743,None,24,,,300,,,0.0,0.0,1.310734136041713,,,
S1,Composite,0.9969451518006326,0.954257687497402,0.0,0.9995123043474523,0.9925682173238094,0.8422155536760211,12,12,12.0,24.0,300,0.293376863263528,-1.4744022686271203e-05,8.879348342906102,3.486024641281453,0.7788596317844562,,,
S2,Seasonal,0.7352128066302784,0.9727604973933447,0.0,0.9448755880457036,0.9984860389254306,0.9453291431707526,12,12,12.0,24.0,300,0.0,0.0,20.41923740203548,6.660136381500585,0.9223085443608805,,,
S3,Stationary_AR,0.18543469553119651,0.2354978028786704,0.0,0.2639621821454581,0.36896523197987363,0.43820832944337595,None,19,,,300,0.0,0.0,0.0,0.0,5.0,0.5242019087969981,,
S4,Trending_ExponentialGrowth,0.9965912995043099,0.1926586822138654,0.0,0.9976419798968068,0.3022262357010851,0.2984370631926824,None,24,,,300,,,0.0,0.0,0.8648494245001018,,,
S1,Composite,0.9866083133890436,0.9571186924046483,0.0,0.9971751932298978,0.9899343114975376,0.7951205776387178,36,38,36.0,72.0,300,-0.17659803915539207,-2.5236763000143234e-05,12.193510398195441,2.452872737299944,0.7800117676227585,,,
S2,Seasonal,0.6347717422280597,0.9405892707570146,0.0,0.960823673199257,0.9979651993549851,0.9707529107008718,36,38,36.0,72.0,300,0.0,0.0,19.119507578101086,7.6562584672696286,0.7593884173442865,,,
S3,Stationary_WN,0.13836483589839266,0.2116008693109408,0.0,0.2971737267750999,0.39101495087049,0.36514278942632095,None,10,,,300,0.0,0.0,0.0,0.0,10.687126046020483,,,
S4,Trending_RandomWalkDrift,0.9932216955662949,0.05386008556922217,0.0,0.999267394501817,0.7247728317289541,0.8954158681610798,None,24,,,300,,,0.0,0.0,0.6618188613517476,,,0.3411618440897174
S1,Composite,0.9941960351261562,0.9879459645539138,0.0,0.9985993496954897,0.9971383279334031,0.7622521206053805,12,12,12.0,24.0,300,0.2183001042711533,4.6762082338239014e-05,19.89842753557236,3.494381533504562,1.1024255498835627,,,
S2,Seasonal,0.7390856969500805,0.9532136722099956,0.0,0.9531234673927034,0.9977229633966541,0.952965669322482,12,12,12.0,24.0,300,0.0,0.0,23.393165920446513,10.295181859677793,1.3426546106260373,,,
S3,Stationary_WN,0.07081180189379499,0.18290437479671307,0.0,0.19937958512843024,0.3717438240459733,0.4310740127044457,None,10,,,300,0.0,0.0,0.0,0.0,5.579740588343496,,,
S4,Trending_MeanShift,0.9999852521483711,0.999940798208564,0.0,0.9999895961621498,0.9999583274023253,0.29479981011780165,None,150,,,300,,,0.0,0.0,0.8685206229943913,,150.0,
S1,Composite,0.9811116579681306,0.9648385306718853,0.0,0.9953339248713436,0.9904649970888494,0.7601821417051622,24,25,24.0,48.0,300,0.16188520004791224,-3.183685198023256e-05,13.720315919612329,2.857009715542953,1.365244032480002,,,
S2,Seasonal,0.6177286306067513,0.927825975054745,0.0,0.8411851198483334,0.9914303338577879,0.8971085714217006,24,25,24.0,48.0,300,0.0,0.0,17.376414222928634,7.359767463453037,1.767598244984234,,,
S3,Stationary_WN,0.045599768818118,0.3075425957553237,0.0,0.04866264311439894,0.46167071426755957,0.2863708075173189,None,43,,,300,0.0,0.0,0.0,0.0,13.722975323161,,,
S4,Trending_MeanShift,0.9999223529858906,0.9996880137174102,0.0,0.9965967557836839,0.9885791139226225,0.0,None,150,,,300,,,0.0,0.0,1.2366473934869084,,150.0,
S1,Composite,0.9884327513165736,0.9816765394024345,0.0,0.9975451379586305,0.9961845324460012,0.7922632520038391,12,12,12.0,24.0,300,-0.24211658116535187,4.712477631943276e-05,22.172335834205477,5.291449873065906,1.3916151005510473,,,
S2,Seasonal,0.736764382875289,0.8189666558067974,0.0,0.9523101757430326,0.9897113096004718,0.9518591125639808,12,12,12.0,24.0,300,0.0,0.0,10.910296616270365,10.308161498047866,1.3027223217799022,,,
S3,Stationary_AR,0.1508413370126358,0.2962699743133117,0.0,0.41878909910605533,0.34038954565645985,0.5057425099508124,None,17,,,300,0.0,0.0,0.0,0.0,5.0,0.6694505082235825,,
S4,Trending_ExponentialGrowth,0.9949870939324146,0.10725168510634664,0.0,0.9966212840879188,0.27920718248890064,0.3178293261242112,None,24,,,300,,,0.0,0.0,1.3179303399581022,,,
S1,Composite,0.9888272744455759,0.8910026952562293,0.0,0.999777762438474,0.9974025787067129,0.9806524779206881,36,38,36.0,72.0,300,-0.3329722554829063,-2.9976550289630065e-05,12.413643668552663,7.335086286074688,0.593212032202109,,,
S2,Seasonal,0.5687869305166933,0.9427011831492453,0.0,0.9547389655530242,0.9982408343690405,0.9743670987372572,36,38,36.0,72.0,300,0.0,0.0,26.76765339852409,9.43119696669918,0.8743326188533784,,,
S3,Stationary_WN,0.0,0.46241741022396354,0.0,0.0048091410480991525,0.07912764057612953,0.0,None,100,,,300,0.0,0.0,0.0,0.0,8.347891639770474,,,
S4,Trending_RandomWalkDrift,0.9281483623688651,0.0654642435468924,0.0,0.9939011424218449,0.8024074157718505,0.9346416434859989,None,24,,,300,,,0.0,0.0,0.9014694718778321,,,-0.19881446171847053
S1,Composite,0.9969544632299007,0.9595335134236486,0.0,0.9995617577632989,0.9935181322433959,0.8562716618507258,36,38,36.0,72.0,300,0.3968445989541851,-2.3442012936485335e-05,12.979383274883215,2.9892320861389368,0.6080616413409174,,,
S2,Seasonal,0.6184562757667433,0.8740124036363291,0.0,0.9232228450582612,0.9912653813749583,0.9459013502287794,36,38,36.0,72.0,300,0.0,0.0,18.244202496266297,10.745683195541329,1.832213948931356,,,
S3,Stationary_WN,0.18862824419438484,0.10109844507024734,0.0,0.45893937344926194,0.15651222994673775,0.28618859324251633,None,3,,,300,0.0,0.0,0.0,0.0,9.00855880176448,,,
S4,Trending_ExponentialGrowth,0.9950920018296148,0.26425672669762923,0.0,0.9963710456821187,0.2900026129074422,0.24676660021666397,None,24,,,300,,,0.0,0.0,1.0025192494379864,,,
S1,Composite,0.9888162351912779,0.984748612350162,0.0,0.9995416849804499,0.9993964046267572,0.9607012396827358,12,12,12.0,24.0,300,0.21908801896606866,1.128193771108721e-05,23.584420207679514,5.797363412447225,0.6158055920632296,,,
S2,Seasonal,0.7310297901846292,0.9705666833800363,0.0,0.9212463765962146,0.9976350441439247,0.9208377944751416,12,12,12.0,24.0,300,0.0,0.0,23.328932384640627,7.783834256427188,1.1485112289515786,,,
S3,Stationary_AR,0.18185447914303865,0.3778935442719499,0.0,0.25181053411197896,0.5871793263696148,0.5538474046010387,None,21,,,300,0.0,0.0,0.0,0.0,5.0,0.6667997778107895,,
S4,Trending_MeanShift,0.9997439108367661,0.9989687953298483,0.0,0.986277015501892,0.9313470776377273,0.0,None,150,,,300,,,0.0,0.0,1.3343838797297891,,150.0,
S1,Composite,0.9905212085944535,0.9501139622815915,0.0,0.9997970230949037,0.9988156974797618,0.9789950151489554,24,25,24.0,48.0,300,-0.30637270970256547,-1.9994677248534995e-05,16.241325482563553,6.199926359873624,0.6046681573569999,,,
S2,Seasonal,0.5207436340218768,0.9809728506708328,0.0,0.70974770663734,0.996888769216303,0.8498703151667566,24,25,24.0,48.0,300,0.0,0.0,27.321726474834076,5.153362606556584,1.5041295347217243,,,
S3,Stationary_AR,0.27193504130596635,0.38772905083007836,0.0,0.40607450705367965,0.5911253239361893,0.5980132055033432,None,17,,,300,0.0,0.0,0.0,0.0,5.0,0.6905703681234819,,
S4,Trending_MeanShift,0.999963284240118,0.9998529965432592,0.0,0.999962899023497,0.9998517157795846,0.0,None,150,,,300,,,0.0,0.0,0.5297523281532273,,150.0,
S1,Composite,0.9607921313503925,0.9595769586708242,0.0,0.9971734112337266,0.9971350528516216,0.9343564516519056,48,50,48.0,96.0,300,-0.17564052402396046,1.8439986716038734e-05,20.035370582012646,6.764479963875698,1.3027378907630953,,,
S2,Seasonal,0.615016111362018,0.9320407827904649,0.0,0.9281974123029921,0.9962700712671081,0.9498272329459009,48,50,48.0,96.0,300,0.0,0.0,27.1854034185128,11.756723135396147,1.6524436042831532,,,
S3,Stationary_AR,0.13410194957824384,0.253093420926644,0.0,0.17569269559267142,0.3198621903519021,0.47306174098323783,None,19,,,300,0.0,0.0,0.0,0.0,5.0,0.5359754716556033,,
S4,Trending_ExponentialGrowth,0.9914023040204691,0.10111054125728913,0.0,0.9958635681693105,0.37773507180140264,0.49930204806589396,None,24,,,300,,,0.0,0.0,1.469322101561165,,,
S1,Composite,0.990896029799642,0.9065421333292043,0.0,0.9986765428167445,0.9859234390090204,0.8591427875309408,12,12,12.0,24.0,300,0.286346756647324,-3.922513921785464e-05,10.039975257075595,5.886172205414152,1.3334520971068176,,,
S2,Seasonal,0.6506018928370687,0.9810527058053234,0.0,0.69554154021396,0.9947892642126145,0.7254071136307929,12,12,12.0,24.0,300,0.0,0.0,18.316566787060648,4.167684529654534,1.3196776817479303,,,
S3,Stationary_WN,0.06722766771618816,0.0671567452238584,0.0,0.5332934234579896,0.10951959314755744,0.33759858754497185,None,2,,,300,0.0,0.0,0.0,0.0,11.558428290279716,,,
S4,Trending_MeanShift,0.9999591067378991,0.9998370533963609,0.0,0.9999492102282166,0.9997989189763442,0.0,None,150,,,300,,,0.0,0.0,1.160283457872811,,150.0,
S1,Composite,0.9593921361340986,0.8862793259662306,0.0,0.9983307554163912,0.9949051880896975,0.9629712754172336,24,25,24.0,48.0,300,-0.15366837674161798,-4.870482215153904e-05,11.789669762972327,7.336275383745775,0.9820755591596504,,,
S2,Seasonal,0.030782643399269727,0.9800195683767862,0.0,0.1242610974502606,0.9974637598722679,0.8849196234582689,24,50,24.0,48.0,300,0.0,0.0,15.658726590614425,10.943101236899963,1.041956049971981,,,
S3,Stationary_AR,0.0258203147419912,0.2200616456017327,0.0,0.10408591965690261,0.487722493208379,0.480049520020025,None,50,,,300,0.0,0.0,0.0,0.0,5.0,0.42139415424131194,,
S4,Trending_ExponentialGrowth,0.9821729201239142,0.2745950731038227,0.0,0.9869650328259105,0.3518209220645645,0.26610089986204977,None,24,,,300,,,0.0,0.0,0.979395781050292,,,
S1,Composite,0.9635440463420591,0.8976592980472579,0.0,0.9992977602227647,0.9978353189256273,0.9823150459916892,24,25,24.0,48.0,300,0.1646937835698411,3.1448882144293466e-05,13.179167436781805,7.705417284634515,0.6083360362442158,,,
S2,Seasonal,0.7256099447442657,0.9238046510919911,0.0,0.9619417997450171,0.9964081280436478,0.9592141508044781,24,23,24.0,48.0,300,0.0,0.0,17.47214166979316,9.473520571504324,1.0580481967158555,,,
S3,Stationary_AR,0.1686846697983696,0.4031412148459681,0.0,0.3079635475658383,0.6817220894274808,0.6598505956766105,None,60,,,300,0.0,0.0,0.0,0.0,5.0,0.6436691073314933,,
S4,Trending_MeanShift,0.9999933617708151,0.9999734637100839,0.0,0.999869848332124,0.9994901917943209,0.0,None,150,,,300,,,0.0,0.0,0.5909356641285878,,150.0,
S1,Composite,0.9913512674525219,0.9776083476043544,0.0,0.9991995211618944,0.9978008838288877,0.9090655030446738,36,38,36.0,72.0,300,-0.31311030552145647,4.6485303962405355e-05,22.19396670845481,3.072105666972575,0.725335889419233,,,
S2,Seasonal,0.5781003516510872,0.9294681986070239,0.0,0.8953327210494488,0.9947733240576075,0.9377294969380546,36,38,36.0,72.0,300,0.0,0.0,10.371637062342408,4.120728201046379,0.7073525993995154,,,
S3,Stationary_AR,0.05293435025703341,0.2542482342497355,0.0,0.07972006967055367,0.591794271306055,0.626830078163739,None,30,,,300,0.0,0.0,0.0,0.0,5.0,0.5730910597452898,,
S4,Trending_RandomWalkDrift,0.9946361992030643,0.20793736608900426,0.0,0.9989736201407339,0.6654550407954491,0.808477624686677,None,24,,,300,,,0.0,0.0,1.4656297079461393,,,-0.39475335743258433
S1,Composite,0.9976846998196163,0.9909322834419443,0.0,0.9994327510439568,0.997768205243566,0.7549588923943267,12,12,12.0,24.0,300,-0.3593003302189145,-1.3948405687785848e-05,22.135029569677876,3.3748658058510923,1.1130261567911393,,,
S2,Seasonal,0.7223132711135241,0.9498666710516922,0.0,0.9018643719071402,0.9951595469162248,0.90639866196207,12,12,12.0,24.0,300,0.0,0.0,13.784570509195941,5.881259650555377,1.079514225334383,,,
S3,Stationary_WN,0.0029481598429922373,0.2014607991904962,0.0,0.03969548673355905,0.40507018855177035,0.37342340213144953,None,25,,,300,0.0,0.0,0.0,0.0,11.666279514093883,,,
S4,Trending_MeanShift,0.9999500250252278,0.9997991133837304,0.0,0.9997269505387391,0.998958884855798,0.0,None,150,,,300,,,0.0,0.0,0.6192983644074086,,150.0,
S1,Composite,0.9972545861931721,0.9750726145622126,0.0,0.9997042077144601,0.9969542014646774,0.892499771024543,24,25,24.0,48.0,300,0.39292382556652694,-1.995975156138059e-05,15.562618283475999,3.282944329075058,0.7098577361469516,,,
S2,Seasonal,0.601770987010858,0.9731704523017095,0.0,0.9252882754299534,0.9988288952305799,0.9608515573062661,24,25,24.0,48.0,300,0.0,0.0,19.226746078738017,4.9267542892528935,0.6672073224106337,,,
S3,Stationary_AR,0.04387130278628604,0.15947943592715996,0.0,0.09674260637091392,0.5203902113944929,0.6567219082585471,None,33,,,300,0.0,0.0,0.0,0.0,5.0,0.619352251554812,,
S4,Trending_RandomWalkDrift,0.9965460661632837,0.10185454832779928,0.0,0.9993904378983794,0.38166215365825973,0.822887837500794,None,24,,,300,,,0.0,0.0,1.4873742969039845,,,0.4702623261181349
S1,Composite,0.9663598182993504,0.9574340061978899,0.0,0.9964029649413646,0.9949277181468139,0.8973042530225183,48,50,48.0,96.0,300,-0.1801379287900967,-2.2812596040213365e-05,19.827550197514693,3.8006209709530916,1.0323817652377316,,,
S2,Seasonal,0.14734147583563462,0.952737008315296,0.0,0.44174941695212766,0.9919140847205631,0.8543239594286914,48,50,48.0,96.0,300,0.0,0.0,25.008156884424498,4.948900740484065,1.3439079849339493,,,
S3,Stationary_WN,0.1126700768629928,0.1966350708898017,0.0,0.3406368424074645,0.2542269289026964,0.20103557914161163,None,5,,,300,0.0,0.0,0.0,0.0,6.130864084928341,,,
S4,Trending_MeanShift,0.9999408076061397,0.9997642560488537,0.0,0.9999094856561767,0.9996389866249501,0.0,None,150,,,300,,,0.0,0.0,1.0903943500268638,,150.0,
S1,Composite,0.9760443110366098,0.9066630182317403,0.0,0.9987035997083511,0.994208810945116,0.9483338591155819,36,38,36.0,72.0,300,0.2367679002334396,-3.803007645880492e-05,14.116304511174903,7.542001802341524,1.251343960059524,,,
S2,Seasonal,0.5869811915130227,0.9595156216303842,0.0,0.9710998065142948,0.9991560441964913,0.9818996678958692,36,38,36.0,72.0,300,0.0,0.0,27.204624400232497,8.081306863952173,0.8642910477166674,,,
S3,Stationary_AR,0.06574124141625082,0.3111752731040698,0.0,0.10258392598762,0.6852030076533446,0.7045763535380452,None,50,,,300,0.0,0.0,0.0,0.0,5.0,0.460400925557907,,
S4,Trending_RandomWalkDrift,0.9898957270313279,0.9538130463299272,0.0,0.9702719287021565,0.8864363466775541,0.0,None,150,,,300,,,0.0,0.0,1.117917109247236,,,0.1525574492965982
S1,Composite,0.9557181919438986,0.9439988375996803,0.0,0.9967237560954032,0.9954815554352283,0.9316892337732938,36,38,36.0,72.0,300,-0.2266536788842083,1.8220264674768086e-05,23.367248681761083,7.572353752931659,1.385575529308572,,,
S2,Seasonal,0.5846234219467377,0.9466824966235277,0.0,0.906849693062027,0.996330313860783,0.9410509319251078,36,38,36.0,72.0,300,0.0,0.0,20.80506268422783,7.532329383662817,1.3186753518767984,,,
S3,Stationary_WN,0.05178629643352073,0.07833720070208028,0.0,0.5226986183519433,0.15180136847824588,0.3276223919483311,None,2,,,300,0.0,0.0,0.0,0.0,13.586699127597939,,,
S4,Trending_MeanShift,0.9999175603153166,0.9996703396493114,0.0,0.9999380028455755,0.9997522733593814,0.2477907252633944,None,150,,,300,,,0.0,0.0,0.9607093523949928,,150.0,
S1,Composite,0.991016935104789,0.9388859791643214,0.0,0.9998156013955243,0.9987311335829856,0.9801245849098642,12,12,12.0,24.0,300,0.3238256990079612,-1.078472273640065e-05,14.665396280353601,7.4974071196877325,0.5987152769792966,,,
S2,Seasonal,0.7513770778139286,0.9712444172195248,0.0,0.9847373648786842,0.9995296478643566,0.9839455087602145,12,12,12.0,24.0,300,0.0,0.0,28.362828724539945,9.803225010557338,0.6137685064331939,,,
S3,Stationary_AR,0.16489505053522502,0.24767687945455263,0.0,0.20923110027961478,0.42371242903254003,0.4028990687079693,None,21,,,300,0.0,0.0,0.0,0.0,5.0,0.5983109298672127,,
S4,Trending_RandomWalkDrift,0.9278164068610043,0.09857685638433722,0.0,0.9878772462246654,0.5167334403700226,0.8394519895076078,None,24,,,300,,,0.0,0.0,1.4181736922901589,,,0.10334884055440181
S1,Composite,0.98612760058711,0.9509065228296598,0.0,0.9985541496886109,0.9943406140761157,0.898406768708243,24,25,24.0,48.0,300,0.31702261079617766,-4.6946729375249157e-05,19.752938107860366,6.62906427723105,1.3303774655554026,,,
S2,Seasonal,0.6213917194978923,0.9510745841854982,0.0,0.8961895018964777,0.9963296895350885,0.9337059804608522,24,25,24.0,48.0,300,0.0,0.0,23.59845138876159,8.235679865736163,1.4670039028545794,,,
S3,Stationary_AR,0.20094401394824724,0.24424155662408598,0.0,0.3529097945563022,0.41758054185296434,0.537743184000024,None,24,,,300,0.0,0.0,0.0,0.0,5.0,0.5602159004209333,,
S4,Trending_MeanShift,0.9997735855786288,0.9990978870666335,0.0,0.9997986646280307,0.9992084143887552,0.1076831972598663,None,150,,,300,,,0.0,0.0,1.4193119022440444,,150.0,
S1,Composite,0.9964731920266147,0.958186022012017,0.0,0.9992180411308029,0.9906382327791384,0.7785894268572908,12,12,12.0,24.0,300,-0.25385806449008375,-3.678662081082294e-05,9.108351579482784,2.987827950103801,1.0319334715456687,,,
