True_Quadrant,Pattern,F_T,F_S,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
Q2,Pure_MultiSeason,0.6126067660689215,0.9019738627552465,36,38,36.0,72.0,300,0.0,0.0,14.164165423343253,7.0824617944686885,1.2452618051389743,,,
Q3,Stationary_AR,0.15533337417754156,0.20277919879017525,None,19,,,300,0.0,0.0,0.0,0.0,5.0,0.5083567395742804,,
Q4,PureTrend_Break,0.999680621839244,0.9987292933183837,None,150,,,300,,,0.0,0.0,1.0694105614491303,,150.0,
Q1,Trend+MultiSeason,0.9999982389808786,0.48276732513159015,12,24,12.0,24.0,300,0.1277664526413571,-2.8657673948988216,10.90302813472555,3.0357510321032537,1.369681496169144,,,
Q2,Pure_MultiSeason,0.7154319753516836,0.9680806416773389,12,12,12.0,24.0,300,0.0,0.0,23.884777991470365,7.826000877742926,1.5724093923377063,,,
Q3,Stationary_AR,0.04831323869451476,0.32333579659799194,None,30,,,300,0.0,0.0,0.0,0.0,5.0,0.5408238633501817,,
Q4,PureTrend_Exponential,0.9938190067875491,0.3288591378054625,None,24,,,300,,,0.0,0.0,0.9186843982749745,,,
Q1,Trend+MultiSeason,0.9999982346034995,0.5154528281090274,12,24,12.0,24.0,300,0.20158734559465274,-1.1216329078658647,19.81506093703893,7.478787762223305,1.4015765983609123,,,
Q2,Pure_MultiSeason,0.7518854025095791,0.9655067300090332,12,12,12.0,24.0,300,0.0,0.0,26.03325034904468,9.756132140321823,0.8909002003231044,,,
Q3,Stationary_AR,0.04246639501273464,0.33471862713903966,None,27,,,300,0.0,0.0,0.0,0.0,5.0,0.4571904236670143,,
Q4,PureTrend_RandomWalk,0.9263012009247231,0.038820528462022885,None,24,,,300,,,0.0,0.0,1.0790377936735625,,,-0.33722622248643064
Q1,Trend+MultiSeason,0.999998232170851,0.4840921215943943,48,24,48.0,96.0,300,-0.21021442474102411,-3.604685997787753,24.510510804964365,2.9651261354588945,0.6871458905321678,,,
Q2,Pure_MultiSeason,0.6766708476965491,0.9405562639227353,48,50,48.0,96.0,300,0.0,0.0,26.18114497470221,11.592950254888759,0.9538631475076313,,,
Q3,Stationary_WN,0.0303935283618193,0.5813854774030316,None,100,,,300,0.0,0.0,0.0,0.0,6.059196067200258,,,
Q4,PureTrend_Exponential,0.9992604077121142,0.13075212176347917,None,24,,,300,,,0.0,0.0,0.6136079477575573,,,
Q1,Trend+MultiSeason,0.9999981673482053,0.4692264708339522,36,24,36.0,72.0,300,-0.21565153490532507,3.442285886541446,18.354524774943272,5.480956749700539,1.0331519178953208,,,
Q2,Pure_MultiSeason,0.023151176195919887,0.962898236254129,36,75,36.0,72.0,300,0.0,0.0,12.832945197305799,10.950721145859802,1.9420301655053078,,,
Q3,Stationary_AR,0.15110816449556141,0.40669932101982986,None,60,,,300,0.0,0.0,0.0,0.0,5.0,0.5971290285900239,,
Q4,PureTrend_RandomWalk,0.9952460741432898,0.751746905225349,None,150,,,300,,,0.0,0.0,1.3809522813057211,,,-0.34508601219796664
Q1,Trend+MultiSeason,0.9999982379000038,0.48970905844540835,36,24,36.0,72.0,300,-0.23017335256021176,-1.1327592926717678,17.925945783851667,7.3956161671350165,1.332965317987999,,,
Q2,Pure_MultiSeason,0.6470189986232033,0.8533792347103603,36,38,36.0,72.0,300,0.0,0.0,18.001726169206066,11.948305006591365,1.6076463355340058,,,
Q3,Stationary_WN,0.12654467448757623,0.23030342763557654,None,8,,,300,0.0,0.0,0.0,0.0,7.927108411889053,,,
Q4,PureTrend_RandomWalk,0.9817455272845148,0.16027204630511904,None,24,,,300,,,0.0,0.0,1.404483551681074,,,0.4114785136614537
Q1,Trend+MultiSeason,0.9999982410770052,0.4898614712442758,12,24,12.0,24.0,300,0.23630671980198692,2.718330838262483,23.6105108754373,6.18279993753454,1.3617258087470288,,,
Q2,Pure_MultiSeason,0.6675168677063534,0.9806095212328929,12,12,12.0,24.0,300,0.0,0.0,28.83603788248899,6.735835637189953,1.9001500046433977,,,
Q3,Stationary_WN,0.11644312248684863,0.1673992414560045,None,2,,,300,0.0,0.0,0.0,0.0,9.369316698880347,,,
Q4,PureTrend_Break,0.999938377362052,0.9997546515564054,None,150,,,300,,,0.0,0.0,0.8910406869657854,,150.0,
Q1,Trend+MultiSeason,0.9999982343260606,0.49304764485932695,24,24,24.0,48.0,300,0.11851520528186305,2.24642851769811,8.446684226817553,4.27492737984754,1.2617955999101862,,,
Q2,Pure_MultiSeason,0.6345357548992789,0.9695587482925823,24,25,24.0,48.0,300,0.0,0.0,19.86501513961708,5.646131633285674,0.7447939846628904,,,
Q3,Stationary_WN,0.03276377664329677,0.27215411409992907,None,30,,,300,0.0,0.0,0.0,0.0,11.239301243202036,,,
Q4,PureTrend_RandomWalk,0.9960069061852224,0.2060936883181793,None,24,,,300,,,0.0,0.0,1.4005860536875754,,,0.46786414563141276
Q1,Trend+MultiSeason,0.9999982426555087,0.518650767452218,12,24,12.0,24.0,300,0.31925536166925716,1.1289720711916138,21.87134816379498,2.5685536206748374,0.930825778149432,,,
Q2,Pure_MultiSeason,0.7346961869725162,0.9573186146991765,12,12,12.0,24.0,300,0.0,0.0,26.806439815638186,10.573833919857357,1.6629609427651246,,,
Q3,Stationary_AR,0.1271211891832471,0.3868334606413626,None,30,,,300,0.0,0.0,0.0,0.0,5.0,0.5041634962086665,,
Q4,PureTrend_Break,0.9999085063809414,0.9996362891686287,None,150,,,300,,,0.0,0.0,0.7926084472256755,,150.0,
Q1,Trend+MultiSeason,0.9999982427245822,0.4850099816607292,12,24,12.0,24.0,300,-0.299930655087085,-2.8732617233172366,15.029024039069718,3.0031332018166372,0.5380029346765582,,,
Q2,Pure_MultiSeason,0.7077107469561248,0.8511977047321067,12,12,12.0,24.0,300,0.0,0.0,11.165269462655964,8.317898357541747,1.5203078454103092,,,
Q3,Stationary_WN,0.13755531580510283,0.13515540865805864,None,4,,,300,0.0,0.0,0.0,0.0,14.386018934674999,,,
Q4,PureTrend_Exponential,0.9985825276049981,0.17768896455349448,None,24,,,300,,,0.0,0.0,1.291918207012142,,,
Q1,Trend+MultiSeason,0.9999982388845532,0.4971485640563901,12,24,12.0,24.0,300,-0.3795598910636131,1.1879738536791595,12.965016554770704,5.126807102663404,1.3247681766922002,,,
Q2,Pure_MultiSeason,0.7456186113743508,0.9736490662359273,12,12,12.0,24.0,300,0.0,0.0,26.03336607246225,8.459070607898727,0.9369615516763385,,,
Q3,Stationary_AR,0.10609166380488544,0.2768304850438855,None,33,,,300,0.0,0.0,0.0,0.0,5.0,0.5385968634517674,,
Q4,PureTrend_Exponential,0.9983845940368793,0.180284524314115,None,24,,,300,,,0.0,0.0,1.0464457723795517,,,
Q1,Trend+MultiSeason,0.9999982417460475,0.48649138134382564,12,24,12.0,24.0,300,0.10234227195231889,3.2639402917398144,20.04376426003789,7.46185566591053,0.7933913114086657,,,
Q2,Pure_MultiSeason,0.7538635170035608,0.9287989175009255,12,12,12.0,24.0,300,0.0,0.0,20.807696955971565,11.429862229425634,0.9826134038104763,,,
Q3,Stationary_WN,0.058549221526481676,0.23773123753332726,None,12,,,300,0.0,0.0,0.0,0.0,14.067572375734999,,,
Q4,PureTrend_Exponential,0.9986765209978636,0.054227617547065066,None,24,,,300,,,0.0,0.0,0.6180758628108673,,,
Q1,Trend+MultiSeason,0.9999982605236634,0.491505919486381,36,24,36.0,72.0,300,0.27712808177918535,-1.5274458653435652,18.781546338218128,6.988066935595853,1.1119584148142205,,,
Q2,Pure_MultiSeason,0.2696760576501205,0.9648569487650551,36,38,36.0,72.0,300,0.0,0.0,28.23085972306701,4.5588411209685535,0.791086137045973,,,
Q3,Stationary_WN,0.1971828074388654,0.2754012902315105,None,4,,,300,0.0,0.0,0.0,0.0,11.510770802072141,,,
Q4,PureTrend_Exponential,0.9971544753636232,0.35615819657683323,None,24,,,300,,,0.0,0.0,1.3258689724935429,,,
Q1,Trend+MultiSeason,0.9999982382631531,0.4840347568565091,48,24,48.0,96.0,300,-0.22039668675679536,-3.865129680927433,18.29526367643217,2.933325665738794,0.5834602607269083,,,
Q2,Pure_MultiSeason,0.41830431492697495,0.9710443549638277,48,50,48.0,96.0,300,0.0,0.0,22.201374786565154,4.5299587605255995,1.304396665777778,,,
Q3,Stationary_WN,0.1579522735964488,0.28441751601824816,None,5,,,300,0.0,0.0,0.0,0.0,8.224433986875233,,,
Q4,PureTrend_RandomWalk,0.9934829403412921,0.19978101112006275,None,24,,,300,,,0.0,0.0,0.7285543410396654,,,0.4769821709415437
Q1,Trend+MultiSeason,0.9999982422824115,0.47293881565459295,24,24,24.0,48.0,300,0.15383271309552296,-2.8091730187980746,10.021728816274312,6.037319960426189,0.8941997558984015,,,
Q2,Pure_MultiSeason,0.28035950971211454,0.9714408896371101,24,25,24.0,48.0,300,0.0,0.0,27.213067699021998,4.712091984843393,1.4685487596643927,,,
Q3,Stationary_AR,0.1888831594175563,0.2663389594461115,None,17,,,300,0.0,0.0,0.0,0.0,5.0,0.6388299378261566,,
Q4,PureTrend_Exponential,0.9952873030851138,0.2071584525483321,None,24,,,300,,,0.0,0.0,0.8954931920237287,,,
Q1,Trend+MultiSeason,0.9999982398200165,0.48718848994641506,12,24,12.0,24.0,300,-0.3400417981635763,3.2431769921506186,24.02281125648443,4.210082124987329,0.8563768478937024,,,
Q2,Pure_MultiSeason,0.7322417004809857,0.9802638299520561,12,12,12.0,24.0,300,0.0,0.0,26.916367677385995,7.264659050951606,1.2540385047264615,,,
Q3,Stationary_AR,0.10197877289115187,0.3289447441214799,None,19,,,300,0.0,0.0,0.0,0.0,5.0,0.6915132301751619,,
Q4,PureTrend_Break,0.9997808596750727,0.9991350513222854,None,150,,,300,,,0.0,0.0,1.3625158375612187,,150.0,
Q1,Trend+MultiSeason,0.999998242866926,0.4728013754036525,24,24,24.0,48.0,300,0.31655914667422647,-2.511874764534663,9.781319215363393,4.119936172654839,0.7873539378506439,,,
Q2,Pure_MultiSeason,0.6657679826105654,0.9526628169634631,24,25,24.0,48.0,300,0.0,0.0,24.38646378887276,9.292458520151932,1.0474849725025677,,,
Q3,Stationary_AR,0.13185106445947736,0.3184670049640165,None,33,,,300,0.0,0.0,0.0,0.0,5.0,0.4841186859344788,,
Q4,PureTrend_Exponential,0.9956738103137478,0.19754178072708117,None,24,,,300,,,0.0,0.0,1.192051388433058,,,
Q1,Trend+MultiSeason,0.999998050569176,0.4521859366804861,36,24,36.0,72.0,300,-0.222505353732541,1.5698075839336225,18.04584801036325,4.855005218497749,0.6704577981546667,,,
Q2,Pure_MultiSeason,0.5894011035382987,0.9303034417864315,36,38,36.0,72.0,300,0.0,0.0,14.238207996897147,5.866262392664359,1.2188770671465705,,,
Q3,Stationary_WN,0.1467767735083111,0.1160518501125315,None,3,,,300,0.0,0.0,0.0,0.0,9.375026571140127,,,
Q4,PureTrend_RandomWalk,0.9134980564074263,0.9773333495313964,None,150,,,300,,,0.0,0.0,0.9841922088150086,,,-0.1974546820062109
Q1,Trend+MultiSeason,0.9999982192340967,0.48414775308775615,48,24,48.0,96.0,300,0.25466432113861054,-2.570232510457976,23.098883028466695,5.3123308655195665,0.9012366391465922,,,
Q2,Pure_MultiSeason,0.356097127357631,0.9586806928033175,48,50,48.0,96.0,300,0.0,0.0,17.723871603869878,4.22147159444882,1.241843757460463,,,
Q3,Stationary_WN,0.2017684781421697,0.19045208998640117,None,2,,,300,0.0,0.0,0.0,0.0,8.68220684353211,,,
Q4,PureTrend_RandomWalk,0.993013537230577,0.9872009982555134,None,150,,,300,,,0.0,0.0,0.9387349436745186,,,0.1586630648196138
Q1,Trend+MultiSeason,0.9999982653184175,0.4879043717966066,36,24,36.0,72.0,300,-0.23448711082528792,-2.874564479572846,12.497058894258384,5.486708008471488,0.8317616880852136,,,
Q2,Pure_MultiSeason,0.5996121303387981,0.9079577473230799,36,38,36.0,72.0,300,0.0,0.0,21.066539954262538,10.115154026953341,1.6279672417092055,,,
Q3,Stationary_AR,0.004965528824293908,0.3288503741431028,None,150,,,300,0.0,0.0,0.0,0.0,5.0,0.5240441075291595,,
Q4,PureTrend_Exponential,0.9981041600496675,0.2936328935659346,None,24,,,300,,,0.0,0.0,0.9538002044264355,,,
Q1,Trend+MultiSeason,0.9999982345555906,0.4782895099898432,48,24,48.0,96.0,300,0.21789723527905389,3.795590503734407,14.553908524893462,7.1812574890942855,1.4272699294059243,,,
Q2,Pure_MultiSeason,0.6737188564132,0.9186079300704806,48,50,48.0,96.0,300,0.0,0.0,19.612261397250172,10.125906668863706,1.3561544638613823,,,
Q3,Stationary_AR,0.06914856653591228,0.3026311359198909,None,18,,,300,0.0,0.0,0.0,0.0,5.0,0.41125360836879077,,
Q4,PureTrend_Exponential,0.9883056719618438,0.21134856944566638,None,24,,,300,,,0.0,0.0,1.075272618256474,,,
Q1,Trend+MultiSeason,0.999998236341829,0.484289923951974,48,24,48.0,96.0,300,-0.23300782954763447,-3.489265286950524,18.7596671577108,2.807208437894088,0.9593085827174247,,,
Q2,Pure_MultiSeason,0.6766518388039051,0.9399136791700234,48,50,48.0,96.0,300,0.0,0.0,25.466112340537876,11.120938987270026,1.390773496257515,,,
Q3,Stationary_WN,0.2367044055190416,0.11057822633478409,None,2,,,300,0.0,0.0,0.0,0.0,9.24993350706822,,,
Q4,PureTrend_RandomWalk,0.907906271183083,0.15139839088075135,None,24,,,300,,,0.0,0.0,0.9272851543849665,,,0.30665919984395407
Q1,Trend+MultiSeason,0.9999978111230697,0.41892582728650707,36,24,36.0,72.0,300,0.3950950829889447,1.023245188850305,20.7824881843059,6.472792380151075,0.6782176470382059,,,
Q2,Pure_MultiSeason,0.6130185812255156,0.8966678836177349,36,38,36.0,72.0,300,0.0,0.0,15.441184322380902,7.851208816493677,1.4930058853917183,,,
Q3,Stationary_WN,0.14083660019074906,0.1216388410908128,None,3,,,300,0.0,0.0,0.0,0.0,8.19321224605358,,,
Q4,PureTrend_Break,0.9999392256347758,0.9997557435855272,None,150,,,300,,,0.0,0.0,0.9185467881207514,,150.0,
Q1,Trend+MultiSeason,0.9999982472059056,0.4636192793975178,24,24,24.0,48.0,300,-0.30516331012537845,-1.0711184210534164,22.535419497772615,2.8806318119635144,0.6044001550386073,,,
Q2,Pure_MultiSeason,0.686974206140371,0.9393574237992438,24,25,24.0,48.0,300,0.0,0.0,23.403962276722343,10.294971812258131,0.8594365894788176,,,
Q3,Stationary_AR,0.07346180698983074,0.34457787812446117,None,30,,,300,0.0,0.0,0.0,0.0,5.0,0.4766959276631249,,
Q4,PureTrend_Exponential,0.9990791032007083,0.2591546246348505,None,24,,,300,,,0.0,0.0,0.6907646136640285,,,
Q1,Trend+MultiSeason,0.9999982137986884,0.4764227082354566,36,24,36.0,72.0,300,-0.22097706975715461,3.930169764966522,9.025858506091595,6.060048566661024,0.6105323083455156,,,
Q2,Pure_MultiSeason,0.43363538803077795,0.9354327803800107,36,38,36.0,72.0,300,0.0,0.0,23.309517886492415,7.418407088925745,1.575872833035972,,,
Q3,Stationary_WN,0.13155534929082857,0.2427014498048996,None,12,,,300,0.0,0.0,0.0,0.0,14.314002838034481,,,
Q4,PureTrend_Exponential,0.991846268415738,0.2873249673274457,None,24,,,300,,,0.0,0.0,1.3700383098545714,,,
Q1,Trend+MultiSeason,0.999998227171499,0.4843956263128242,48,24,48.0,96.0,300,-0.2562404480369375,-2.8774653149690423,23.089724649943733,3.932799494043248,0.554656183395996,,,
Q2,Pure_MultiSeason,0.21134302650615844,0.9090654615047753,48,50,48.0,96.0,300,0.0,0.0,20.375477066715224,5.9988721701666465,1.4499077071584432,,,
Q3,Stationary_WN,0.024464296469082325,0.2511206473569211,None,19,,,300,0.0,0.0,0.0,0.0,6.7751435104456625,,,
Q4,PureTrend_Exponential,0.99836358227136,0.1873504768376386,None,24,,,300,,,0.0,0.0,0.8012667676463674,,,
Q1,Trend+MultiSeason,0.9999982386221383,0.5148140295419872,24,24,24.0,48.0,300,-0.31603563944560065,2.7811586934482966,24.517089859869287,3.7141144640160966,1.1140514633361065,,,
Q2,Pure_MultiSeason,0.6321744676112773,0.9667216698684498,24,25,24.0,48.0,300,0.0,0.0,27.134305735943137,7.931111608789564,1.4320333756659447,,,
Q3,Stationary_AR,0.2770743036748794,0.3196792132608631,None,11,,,300,0.0,0.0,0.0,0.0,5.0,0.43129644247633747,,
Q4,PureTrend_Break,0.9999678319781411,0.9998706771789664,None,150,,,300,,,0.0,0.0,0.6989555592694345,,150.0,
Q1,Trend+MultiSeason,0.9999982401390104,0.4933186257276938,24,24,24.0,48.0,300,0.18368611317853362,3.631717051876522,12.707889481106802,2.281375207014915,0.7206800756653426,,,
Q2,Pure_MultiSeason,0.03304437531725779,0.9753921583665378,24,50,24.0,48.0,300,0.0,0.0,15.000613356138068,11.827588863636056,1.8867461484306862,,,
Q3,Stationary_WN,0.039454560412807704,0.3169957980221133,None,50,,,300,0.0,0.0,0.0,0.0,11.999155888007795,,,
Q4,PureTrend_Break,0.9999737493357446,0.9998948148555216,None,150,,,300,,,0.0,0.0,0.5596600493327993,,150.0,
Q1,Trend+MultiSeason,0.9999982765143132,0.49202836152583085,36,24,36.0,72.0,300,-0.377113478633597,-1.9464550724463077,20.36431920095087,3.9498144983947445,1.4830156753676573,,,
Q2,Pure_MultiSeason,0.6322995769811337,0.9256294314110969,36,38,36.0,72.0,300,0.0,0.0,25.148926791220042,11.203406652158474,1.1539737629206943,,,
Q3,Stationary_AR,0.14279446861050193,0.40976987135256926,None,27,,,300,0.0,0.0,0.0,0.0,5.0,0.49715182999625523,,
Q4,PureTrend_Break,0.9999624370509033,0.9998496917168178,None,150,,,300,,,0.0,0.0,0.7226347746195553,,150.0,
Q1,Trend+MultiSeason,0.9999982359837077,0.47925043385518473,48,24,48.0,96.0,300,-0.14335373997278789,3.025336708993143,8.239890362056489,4.474333595383782,0.5745586996762718,,,
Q2,Pure_MultiSeason,0.6185192775777327,0.9220130119378439,48,50,48.0,96.0,300,0.0,0.0,16.044780275361425,7.436165047718328,1.5316072998415025,,,
Q3,Stationary_AR,0.10536780659465983,0.2757676382383919,None,23,,,300,0.0,0.0,0.0,0.0,5.0,0.4736548345508228,,
Q4,PureTrend_Break,0.9999608793680771,0.9998439435753765,None,150,,,300,,,0.0,0.0,0.6104078835141877,,150.0,
Q1,Trend+MultiSeason,0.9999982732926225,0.49029051004073876,36,24,36.0,72.0,300,0.12028497090998164,-2.565355583053519,17.100700023135538,6.870541202815505,1.1251819589686507,,,
Q2,Pure_MultiSeason,0.5569813186157231,0.9001647817428299,36,38,36.0,72.0,300,0.0,0.0,16.112707877095854,7.768747138180337,1.4247317317341293,,,
Q3,Stationary_AR,0.2028307709350856,0.23013827954655197,None,15,,,300,0.0,0.0,0.0,0.0,5.0,0.5331682432231236,,
Q4,PureTrend_Break,0.9999740872255467,0.9998964827219474,None,150,,,300,,,0.0,0.0,0.8461871855084354,,150.0,
Q1,Trend+MultiSeason,0.9999982405103213,0.485238541132192,12,24,12.0,24.0,300,-0.3468690154108417,3.9945666921794336,22.19071591296633,5.345972265964229,0.8206780814187002,,,
Q2,Pure_MultiSeason,0.7317406213145135,0.9838510082041347,12,12,12.0,24.0,300,0.0,0.0,29.29362633740308,7.046580324742257,1.362512827661381,,,
Q3,Stationary_AR,0.13471245400838028,0.3087957986508749,None,33,,,300,0.0,0.0,0.0,0.0,5.0,0.4664097062921145,,
Q4,PureTrend_RandomWalk,0.9828277379326457,0.5615188478420929,None,100,,,300,,,0.0,0.0,1.4514130614635152,,,-0.1468587580639461
Q1,Trend+MultiSeason,0.999998232034384,0.5162623962821238,24,24,24.0,48.0,300,0.2545747461678741,1.4254857677930306,13.8891352726409,5.1480435379592615,0.56689599068668,,,
Q2,Pure_MultiSeason,0.6364846147339136,0.9511494285477218,24,25,24.0,48.0,300,0.0,0.0,26.255039065737826,10.004787797110277,1.7761369518161325,,,
Q3,Stationary_AR,0.0,0.2051320217553182,None,75,,,300,0.0,0.0,0.0,0.0,5.0,0.42991009280095926,,
Q4,PureTrend_RandomWalk,0.9932002513477353,0.10583452484265665,None,24,,,300,,,0.0,0.0,0.6847605079629264,,,0.33529758548388805
Q1,Trend+MultiSeason,0.9999982308040649,0.5010348072902409,24,24,24.0,48.0,300,-0.3130160950795239,1.7574446640807948,10.516541062565707,5.175972624331345,0.6745157771399386,,,
Q2,Pure_MultiSeason,0.4089095287014226,0.9775241779118597,24,25,24.0,48.0,300,0.0,0.0,24.810342183313622,4.29628410703498,1.6246673719681006,,,
Q3,Stationary_AR,0.08123957134663062,0.3996123009332633,None,33,,,300,0.0,0.0,0.0,0.0,5.0,0.4198069480554571,,
Q4,PureTrend_Exponential,0.9901817274649244,0.3249253032358076,None,24,,,300,,,0.0,0.0,0.8316112793064618,,,
Q1,Trend+MultiSeason,0.9999982411059231,0.48329064076707107,12,24,12.0,24.0,300,-0.19953881758853037,-2.026614226919543,8.60156491741883,2.4039294235686164,0.5076171819824782,,,
Q2,Pure_MultiSeason,0.7381912505586339,0.9257790127362612,12,12,12.0,24.0,300,0.0,0.0,19.388908168192156,10.772683559194586,1.416939432959358,,,
Q3,Stationary_WN,0.02782476753186025,0.3095133806237521,None,16,,,300,0.0,0.0,0.0,0.0,6.449706934138973,,,
Q4,PureTrend_Break,0.9999506046042965,0.9998047200804089,None,150,,,300,,,0.0,0.0,1.1771214526979108,,150.0,
Q1,Trend+MultiSeason,0.9999982386039193,0.4899922967931509,12,24,12.0,24.0,300,-0.248091067933892,1.9079633329048233,16.312743596864244,3.386120744856722,1.0021442179193976,,,
Q2,Pure_MultiSeason,0.7505844460598412,0.9835624619298489,12,12,12.0,24.0,300,0.0,0.0,23.012337419055285,5.887733163169095,0.5395190079586564,,,
Q3,Stationary_WN,0.10339937104968533,0.1895816056305013,None,4,,,300,0.0,0.0,0.0,0.0,8.340145262737783,,,
Q4,PureTrend_RandomWalk,0.9882400510083903,0.19593897441798558,None,24,,,300,,,0.0,0.0,1.0045327702165294,,,-0.17382330765620468
Q1,Trend+MultiSeason,0.9999982411155361,0.4844230755651958,12,24,12.0,24.0,300,0.24494351393750194,3.1362145173903992,10.828947985130274,7.802110547013758,1.0538849833202513,,,
Q2,Pure_MultiSeason,0.736014320799576,0.969171739261691,12,12,12.0,24.0,300,0.0,0.0,29.864145031493095,10.243205661382671,1.6951763948261083,,,
Q3,Stationary_AR,0.14390225485548214,0.2985644874622464,None,25,,,300,0.0,0.0,0.0,0.0,5.0,0.6525705003456012,,
Q4,PureTrend_Break,0.9996726401547027,0.9987181049832577,None,150,,,300,,,0.0,0.0,1.3979490057921993,,150.0,
Q1,Trend+MultiSeason,0.9999982418089258,0.504663259214728,12,24,12.0,24.0,300,-0.29830701785727876,0.9886186556738616,14.314263615136046,3.1809852370420906,0.6362306373898927,,,
Q2,Pure_MultiSeason,0.6800460891878151,0.9787584897929983,12,12,12.0,24.0,300,0.0,0.0,19.209716606834736,4.828516392517235,1.3673048522066396,,,
Q3,Stationary_AR,0.20774487381249462,0.2709109119833538,None,16,,,300,0.0,0.0,0.0,0.0,5.0,0.6887265369851301,,
Q4,PureTrend_RandomWalk,0.9811954294728202,0.007165907343257838,None,24,,,300,,,0.0,0.0,0.908350626884612,,,-0.22683400854903324
Q1,Trend+MultiSeason,0.9999982312957756,0.5171751477602363,24,24,24.0,48.0,300,-0.3388440400704007,1.7646827972633576,17.67476602084703,5.597170739096389,0.7703211679999754,,,
Q2,Pure_MultiSeason,0.46824212121300324,0.986034883861778,24,25,24.0,48.0,300,0.0,0.0,28.779386558957377,4.357537513330499,0.5259203225664851,,,
Q3,Stationary_WN,0.24289678248952717,0.17349806670840784,None,3,,,300,0.0,0.0,0.0,0.0,11.785571921919946,,,
Q4,PureTrend_Break,0.9999458787662105,0.9997864547413484,None,150,,,300,,,0.0,0.0,1.013332474929217,,150.0,
Q1,Trend+MultiSeason,0.9999982448440466,0.4656504847008106,24,24,24.0,48.0,300,-0.38794514502259014,-2.560520472711969,17.868772932355135,5.540027238057456,1.056044438421872,,,
Q2,Pure_MultiSeason,0.05174825885553391,0.983664822216253,24,50,24.0,48.0,300,0.0,0.0,13.087741818392864,11.158126509941262,0.7296170436862275,,,
Q3,Stationary_WN,0.2144944707523988,0.21700462029412249,None,2,,,300,0.0,0.0,0.0,0.0,12.28066846706803,,,
Q4,PureTrend_Break,0.9998929590149498,0.999569039139482,None,150,,,300,,,0.0,0.0,0.7616091823873851,,150.0,
Q1,Trend+MultiSeason,0.9999982291780036,0.5382154930402898,12,24,12.0,24.0,300,0.33904116121603345,-0.9052211401891701,21.233680733252857,4.531933683379114,1.0435353330078505,,,
Q2,Pure_MultiSeason,0.7158875861115344,0.9416798175439857,12,12,12.0,24.0,300,0.0,0.0,18.728633535820997,8.488457835020991,1.8507993668731282,,,
Q3,Stationary_WN,0.03782783411298396,0.14662677912119892,None,43,,,300,0.0,0.0,0.0,0.0,6.0066126704388605,,,
Q4,PureTrend_RandomWalk,0.9868077311818171,0.7224179098692864,None,150,,,300,,,0.0,0.0,0.8424940901646,,,-0.40734050269713273
Q1,Trend+MultiSeason,0.9999982432806891,0.46040191001919095,24,24,24.0,48.0,300,-0.27154044133562,-2.0264788810591323,22.434765026011693,4.509118248371296,0.511433897687641,,,
Q2,Pure_MultiSeason,0.05517602983228831,0.9761739953358787,24,50,24.0,48.0,300,0.0,0.0,11.788374397626132,8.834032657300554,1.0993219705671318,,,
Q3,Stationary_AR,0.11910559947415011,0.32747873435803,None,60,,,300,0.0,0.0,0.0,0.0,5.0,0.6010039235609104,,
Q4,PureTrend_Exponential,0.9891964303282075,0.24729277865786148,None,24,,,300,,,0.0,0.0,1.2546404132402507,,,
Q1,Trend+MultiSeason,0.9999982403180849,0.4904306395822565,24,24,24.0,48.0,300,0.3890556673851362,4.156687760015849,11.51153835564462,4.070061629541983,1.4378762866443222,,,
Q2,Pure_MultiSeason,0.6046263181868092,0.9375501499802115,24,25,24.0,48.0,300,0.0,0.0,26.600636942560925,10.296618802768556,1.9564196497900357,,,
Q3,Stationary_WN,0.22186939389340166,0.1687547947605439,None,3,,,300,0.0,0.0,0.0,0.0,9.617937377295092,,,
Q4,PureTrend_Break,0.9999299607924244,0.9997175971703248,None,150,,,300,,,0.0,0.0,1.3584495892226793,,150.0,
Q1,Trend+MultiSeason,0.9999982350036937,0.48420309274206674,48,24,48.0,96.0,300,0.26794579771233973,-2.7108876633901255,13.777020441447688,4.594128718846095,0.9567854286190086,,,
Q2,Pure_MultiSeason,0.6379815308000987,0.8916456034254142,48,50,48.0,96.0,300,0.0,0.0,20.261174529952587,11.864583777431065,1.6627427217062536,,,
Q3,Stationary_AR,0.25929378208702236,0.2765735500554919,None,25,,,300,0.0,0.0,0.0,0.0,5.0,0.6570936379387531,,
Q4,PureTrend_Break,0.999901742627843,0.9996056982344451,None,150,,,300,,,0.0,0.0,1.2441647758135765,,150.0,
Q1,Trend+MultiSeason,0.99999775744161,0.4134250970066229,36,24,36.0,72.0,300,0.2912211765622607,0.9214451197363399,20.10513513636784,5.208200620076735,1.0955697593591898,,,
Q2,Pure_MultiSeason,0.4426120606290894,0.9316972332523329,36,38,36.0,72.0,300,0.0,0.0,14.318694637720295,4.493223086695379,1.4025792291891195,,,
Q3,Stationary_AR,0.05528633925077353,0.5083522476968481,None,100,,,300,0.0,0.0,0.0,0.0,5.0,0.5438320355023696,,
Q4,PureTrend_Break,0.9999758876216993,0.999903860578042,None,150,,,300,,,0.0,0.0,1.4206231987387727,,150.0,
Q1,Trend+MultiSeason,0.9999982457456426,0.49208393379685367,12,24,12.0,24.0,300,0.23483152336277133,1.394469921551079,12.371205513392907,4.877426776675227,0.7613921855460488,,,
